"Genus","Species","Kingdom","Phylum","Class","Order","Family","limit_type","Tpref","ref_Tpref","n_Tpref","ref_from_ref","notes_Tpref"
"Liolaemus","vallecurensis","Animalia","Chordata","Reptilia","Squamata","Iguanidae","min",NA,NA,NA,NA,NA
"Liolaemus","walkeri","Animalia","Chordata","Reptilia","Squamata","Iguanidae","min",NA,NA,NA,NA,NA
"Liolaemus","xanthoviridis","Animalia","Chordata","Reptilia","Squamata","Iguanidae","max, min",NA,NA,NA,NA,NA
"Lophognathus","gilberti","Animalia","Chordata","Reptilia","Squamata","Agamidae","max, min",NA,NA,NA,NA,NA
"Masticophis","anthonyi","Animalia","Chordata","Reptilia","Squamata","Colubridae","max",NA,NA,NA,NA,NA
"Masticophis","lateralis","Animalia","Chordata","Reptilia","Squamata","Colubridae","max",NA,NA,NA,NA,NA
"Meroles","suborbitalis","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max",NA,NA,NA,NA,NA
"Moloch","horridus","Animalia","Chordata","Reptilia","Squamata","Agamidae","max, min",NA,NA,NA,NA,NA
"Morethia","butleri","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Morethia","lineoocellata","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Morethia","obscura","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Morethia","taeniopleura","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Nannoscincus","maccoyi","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Niveoscincus","coventryi","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Niveoscincus","metallicus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Niveoscincus","ocellatus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Notechis","scutatus","Animalia","Chordata","Reptilia","Squamata","Elapidae","max, min",NA,NA,NA,NA,NA
"Pedioplanis","lineoocellata","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max",NA,NA,NA,NA,NA
"Petrosaurus","mearnsi","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Phrynosoma","cornutum","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Phrynosoma","coronatum","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Phrynosoma","platyrhinos","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Phyllorhynchus","decurtatus","Animalia","Chordata","Reptilia","Squamata","Colubridae","max",NA,NA,NA,NA,NA
"Phymaturus","antofagastensis","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Phymaturus","dorsimaculatus","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Phymaturus","indistinctus","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Phymaturus","palluma","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Phymaturus","somuncurensis","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Phymaturus","tenebrosus","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Phymaturus","zapalensis","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Pituophis","catenifer","Animalia","Chordata","Reptilia","Squamata","Colubridae","max",NA,NA,NA,NA,NA
"Platysaurus","intermedius","Animalia","Chordata","Reptilia","Squamata","Cordylidae","max, min",NA,NA,NA,NA,NA
"Plestiodon","chinensis","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Plestiodon","elegans","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Plestiodon","gilberti","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Plestiodon","obsoletus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Plestiodon","skiltonianus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Podarcis","bocagei","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max",NA,NA,NA,NA,NA
"Podarcis","lilfordi","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max",NA,NA,NA,NA,NA
"Podarcis","muralis","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Podarcis","tiliguerta","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max",NA,NA,NA,NA,NA
"Protobothrops","mucrosquamatus","Animalia","Chordata","Reptilia","Squamata","Viperidae","max, min",NA,NA,NA,NA,NA
"Psammodromus","algirus","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Psammodromus","hispanicus","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Pseudechis","porphyriacus","Animalia","Chordata","Reptilia","Squamata","Elapidae","min",NA,NA,NA,NA,NA
"Pseudemoia","entrecasteauxii","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Pseudemoia","spenceri","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Pseudocordylus","melanotus","Animalia","Chordata","Reptilia","Squamata","Cordylidae","min",NA,NA,NA,NA,NA
"Pseudonaja","nuchalis","Animalia","Chordata","Reptilia","Squamata","Elapidae","min",NA,NA,NA,NA,NA
"Pseudonaja","textilis","Animalia","Chordata","Reptilia","Squamata","Elapidae","max, min",NA,NA,NA,NA,NA
"Ptenopus","garrulus","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","max",NA,NA,NA,NA,NA
"Rankinia","diemensis","Animalia","Chordata","Reptilia","Squamata","Agamidae","max, min",NA,NA,NA,NA,NA
"Rhinocheilus","lecontei","Animalia","Chordata","Reptilia","Squamata","Colubridae","max",NA,NA,NA,NA,NA
"Saiphos","equalis","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Saproscincus","basiliscus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Sceloporus","graciosus","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Sceloporus","grammicus","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Sceloporus","magister","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Sceloporus","malachiticus","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Sceloporus","merriami","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Sceloporus","occidentalis","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Sceloporus","undulatus","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Sceloporus","variabilis","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Sceloporus","woodi","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Scelotes","gronovii","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Sphaerodactylus","gaigeae","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","max, min",NA,NA,NA,NA,NA
"Sphaerodactylus","klauberi","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","max, min",NA,NA,NA,NA,NA
"Sphaerodactylus","macrolepis","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","max, min",NA,NA,NA,NA,NA
"Sphaerodactylus","nicholsi","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","max, min",NA,NA,NA,NA,NA
"Sphaerodactylus","roosevelti","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","max, min",NA,NA,NA,NA,NA
"Sphaerodactylus","townsendi","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","max, min",NA,NA,NA,NA,NA
"Sphenomorphus","incognitus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Sphenomorphus","indicus","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Storeria","occipitomaculata","Animalia","Chordata","Reptilia","Squamata","Colubridae","max",NA,NA,NA,NA,NA
"Takydromus","formosanus","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Takydromus","hsuehshanensis","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Takydromus","septentrionalis","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Takydromus","sexlineatus","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Takydromus","stejnegeri","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Tarentola","boettgeri","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","max, min",NA,NA,NA,NA,NA
"Teratoscincus","przewalskii","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","min",NA,NA,NA,NA,NA
"Thamnophis","butleri","Animalia","Chordata","Reptilia","Squamata","Colubridae","min",NA,NA,NA,NA,NA
"Thamnophis","elegans","Animalia","Chordata","Reptilia","Squamata","Colubridae","max, min",NA,NA,NA,NA,NA
"Thamnophis","marcianus","Animalia","Chordata","Reptilia","Squamata","Colubridae","min",NA,NA,NA,NA,NA
"Thamnophis","melanogaster","Animalia","Chordata","Reptilia","Squamata","Colubridae","min",NA,NA,NA,NA,NA
"Thamnophis","ordinoides","Animalia","Chordata","Reptilia","Squamata","Colubridae","max, min",NA,NA,NA,NA,NA
"Thamnophis","radix","Animalia","Chordata","Reptilia","Squamata","Colubridae","min",NA,NA,NA,NA,NA
"Thamnophis","sirtalis","Animalia","Chordata","Reptilia","Squamata","Colubridae","max, min",NA,NA,NA,NA,NA
"Tiliqua","nigrolutea","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Tiliqua","rugosa","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Tiliqua","scincoides","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Trachylepis","capensis","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Trapelus","savignii","Animalia","Chordata","Reptilia","Squamata","Agamidae","max, min",NA,NA,NA,NA,NA
"Uma","inornata","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Urosaurus","auriculatus","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Urosaurus","clarionensis","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Urosaurus","ornatus","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max",NA,NA,NA,NA,NA
"Uta","stansburiana","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","max, min",NA,NA,NA,NA,NA
"Varanus","gouldii","Animalia","Chordata","Reptilia","Squamata","Varanidae","max",NA,NA,NA,NA,NA
"Varanus","varius","Animalia","Chordata","Reptilia","Squamata","Varanidae","max, min",NA,NA,NA,NA,NA
"Xantusia","henshawi","Animalia","Chordata","Reptilia","Squamata","Xantusiidae","max",NA,NA,NA,NA,NA
"Xantusia","riversiana","Animalia","Chordata","Reptilia","Squamata","Xantusiidae","max, min",NA,NA,NA,NA,NA
"Xantusia","vigilis","Animalia","Chordata","Reptilia","Squamata","Xantusiidae","max, min",NA,NA,NA,NA,NA
"Cophixalus","aenigma","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Cophixalus","bombiens","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Cophixalus","exiguus","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Cophixalus","hosmeri","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Cophixalus","mcdonaldi","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Cophixalus","neglectus","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Hylarana","erythraea","Animalia","Chordata","Amphibia","Anura","Ranidae","max",NA,NA,NA,NA,NA
"Kaloula","kalingensis","Animalia","Chordata","Amphibia","Anura","Microhylidae","max",NA,NA,NA,NA,NA
"Limnonectes","woodworthi","Animalia","Chordata","Amphibia","Anura","Dicroglossidae","max",NA,NA,NA,NA,NA
"Occidozyga","laevis","Animalia","Chordata","Amphibia","Anura","Dicroglossidae","max",NA,NA,NA,NA,NA
"Philautus","surdus","Animalia","Chordata","Amphibia","Anura","Rhacophoridae","max",NA,NA,NA,NA,NA
"Platymantis","banahao","Animalia","Chordata","Amphibia","Anura","Ceratobatrachidae","max",NA,NA,NA,NA,NA
"Platymantis","corrugatus","Animalia","Chordata","Amphibia","Anura","Ceratobatrachidae","max",NA,NA,NA,NA,NA
"Platymantis","dorsalis","Animalia","Chordata","Amphibia","Anura","Ceratobatrachidae","max",NA,NA,NA,NA,NA
"Platymantis","luzonensis","Animalia","Chordata","Amphibia","Anura","Ceratobatrachidae","max",NA,NA,NA,NA,NA
"Cyrtodactylus","philippinicus","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","max",NA,NA,NA,NA,NA
"Lipinia","pulchella","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Heloderma","suspectum","Animalia","Chordata","Lepidosauria","Squamata","Helodermatidae","max",NA,NA,NA,NA,NA
"Liolaemus","dorbignyi","Animalia","Chordata","Reptilia","Squamata","Iguanidae","max, min",NA,NA,NA,NA,NA
"Tlalocohyla","smithii","Animalia","Chordata","Amphibia","Anura","Hylidae","max, min",NA,NA,NA,NA,NA
"Zootoca","vivipara","Animalia","Chordata","Reptilia","Squamata","Lacertidae","max, min",NA,NA,NA,NA,NA
"Cyclorana","alboguttatus",NA,"Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Cyclorana","brevipes",NA,"Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Gopherus","agassizii",NA,"Chordata","Archelosauria","Testudines","Emydidae","max",NA,NA,NA,NA,NA
"Hyla","phyllochroa",NA,"Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Testudo","hermanni",NA,"Chordata","Archelosauria","Testudines","Testudinidae","max, min",NA,NA,NA,NA,NA
"Clubiona","trivialis","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","max, min",NA,NA,NA,NA,NA
"Apteropanorpa","tasmanica","Animalia","Arthropoda","Insecta","Mecoptera","Apteropanorpidae",NA,NA,NA,NA,NA,NA
"Hyla","aurea","Animalia","Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Hyla","caerulea","Animalia","Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Hyla","chloris","Animalia","Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Hyla","citropa","Animalia","Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Hyla","lesueuri","Animalia","Chordata","Amphibia","Anura","Hylidae","max",NA,NA,NA,NA,NA
"Anolis","auratus","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max",NA,NA,NA,NA,NA
"Anolis","cupreus","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max, min",NA,NA,NA,NA,NA
"Anolis","distichus","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max",NA,NA,NA,NA,NA
"Anolis","humilis","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max, min",NA,NA,NA,NA,NA
"Anolis","intermedius","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max, min",NA,NA,NA,NA,NA
"Anolis","lemurinus","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max, min",NA,NA,NA,NA,NA
"Anolis","limifrons","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max, min",NA,NA,NA,NA,NA
"Anolis","pentaprion","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max",NA,NA,NA,NA,NA
"Anolis","sagrei","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max",NA,NA,NA,NA,NA
"Anolis","tropidogaster","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max",NA,NA,NA,NA,NA
"Anolis","tropidolepis","Animalia","Chordata","Reptilia","Squamata","Dactyloidae","max, min",NA,NA,NA,NA,NA
"Lepidodactylus","lugubris","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","max, min",NA,NA,NA,NA,NA
"Liolaemus","altissimus","Animalia","Chordata","Reptilia","Squamata","Iguanidae","min",NA,NA,NA,NA,NA
"Phymaturus","patagonicus","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","max, min",NA,NA,NA,NA,NA
"Carlia","schmeltzi","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Ctenotus","essingtoni","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Eremiascincus","richardsoni","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Hemiergis","peroni","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Lerista","bougainvilli","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Oligosoma","maccanni","Animalia","Chordata","Reptilia","Squamata","Scincidae","min",NA,NA,NA,NA,NA
"Saproscincus","mustelina","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Saproscincus","tetradactyla","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Sphenomorphus","taiwanensis","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Trachylepis","striata","Animalia","Chordata","Reptilia","Squamata","Scincidae","max, min",NA,NA,NA,NA,NA
"Tropidophorus","queenslandiae","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Typhlacontias","brevipes","Animalia","Chordata","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Cnemidophorus","sexlineatus","Animalia","Chordata","Reptilia","Squamata","Teiidae","max",NA,NA,NA,NA,NA
"Parvoscincus","decipiens","Animalia","Chordataξ","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Pinoyscincus","abdictus","Animalia","Chordataξ","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Pinoyscincus","jagori","Animalia","Chordataξ","Reptilia","Squamata","Scincidae","max",NA,NA,NA,NA,NA
"Trimeresurus","gracilis","Animalia","Chordata","Reptilia","Squamata","Viperidae","max, min",NA,NA,NA,NA,NA
"Trimeresurus","stejnegeri","Animalia","Chordata","Reptilia","Squamata","Viperidae","max, min",NA,NA,NA,NA,NA
"Eciton","burchellii","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae",NA,NA,NA,NA,NA,NA
