"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name"
"Liolaemus","kriegi","max",43.67,"ct",-42.08,42.08,-69.52,950,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_kriegi","Cruz_et_al_2005",23.17560577,5.82439423,"Liolaemus kriegi"
"Liolaemus","kriegi","min",7.6,"ct",-42.08,42.08,-69.52,950,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_kriegi","Cruz_et_al_2005",-4.149082184,33.14908218,"Liolaemus kriegi"
"Liolaemus","laurenti","max",46.18,"ct",-30.12,30.12,-67.4,800,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_laurenti","Cruz_et_al_2005",31.93452835,-2.93452835,"Liolaemus laurenti"
"Liolaemus","laurenti","min",12.2,"ct",-30.12,30.12,-67.4,800,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_laurenti","Cruz_et_al_2005",-0.380450398,29.3804504,"Liolaemus laurenti"
"Liolaemus","lemniscatus","min",5.95,"ct",-33.4,33.4,NA,1200,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_lemniscatus","Carothers_et_al_1997",NA,NA,"Liolaemus lemniscatus"
"Liolaemus","leopardinus","min",2.63,"ct",-33.67,33.67,NA,2850,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_leopardinus","Carothers_et_al_1997",NA,NA,"Liolaemus leopardinus"
"Liolaemus","lorenzmuelleri","min",10.13,"ct",-29.85,29.85,NA,3206,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_lorenzmuelleri","Labra_et_al_2009",NA,NA,"Liolaemus lorenzmuelleri"
"Liolaemus","melanops","max",44.94,"ct",-42.27,42.27,-64.08,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_melanops","Cruz_et_al_2005",25.96515656,3.03484344,"Liolaemus melanops"
"Liolaemus","melanops","min",5.65,"ct",-42.27,42.27,-64.08,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_melanops","Cruz_et_al_2005",3.257247448,25.74275255,"Liolaemus melanops"
"Liolaemus","monticola","min",4.54,"ct",-33.4,33.4,NA,2200,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_monticola","Carothers_et_al_1997",NA,NA,"Liolaemus monticola"
"Liolaemus","multicolor","max",44.7,"ct",-40.44,40.44,-68.37,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multicolor","Cruz_et_al_2005",27.77931976,1.22068024,"Liolaemus multicolor"
"Liolaemus","multicolor","min",8.06,"ct",-40.44,40.44,-68.37,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multicolor","Cruz_et_al_2005",-2.894165277,31.89416528,"Liolaemus multicolor"
"Liolaemus","multimaculatus","max",43.83,"ct",-38.54,38.54,-58.55,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multimaculatus","Cruz_et_al_2005",27.88147354,1.11852646,"Liolaemus multimaculatus"
"Liolaemus","multimaculatus","min",8.93,"ct",-38.54,38.54,-58.55,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_multimaculatus","Cruz_et_al_2005",3.392099857,25.60790014,"Liolaemus multimaculatus"
"Liolaemus","nigromaculatus","min",8.4,"ct",-29.57,29.57,NA,336,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_nigromaculatus","Labra_et_al_2009",NA,NA,"Liolaemus nigromaculatus"
"Liolaemus","nigroroseus","min",11.64,"ct",-23.33,23.33,NA,2300,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_nigroroseus","Labra_et_al_2001",NA,NA,"Liolaemus nigroroseus"
"Liolaemus","nigroviridis","min",3.3,"ct",-33.4,33.4,NA,2675,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_nigroviridis","Carothers_et_al_1997",NA,NA,"Liolaemus nigroviridis"
"Liolaemus","nitidus","min",3.6,"ct",-33.4,33.4,NA,2200,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_nitidus","Carothers_et_al_1997",NA,NA,"Liolaemus nitidus"
"Liolaemus","olongasta","max",44.58,"ct",-29.82,29.82,-67.95,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_olongasta","Cruz_et_al_2005",31.93452835,-2.93452835,"Liolaemus olongasta"
"Liolaemus","olongasta","min",11.85,"ct",-29.82,29.82,-67.95,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_olongasta","Cruz_et_al_2005",-0.380450398,29.3804504,"Liolaemus olongasta"
"Liolaemus","ornatus","min",6.91,"ct",-19.25,19.25,NA,3710,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_ornatus","Labra_et_al_2009",NA,NA,"Liolaemus ornatus"
"Liolaemus","petrophilus","max",45.23,"ct",-42.26,42.26,-68.41,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_petrophilus","Cruz_et_al_2005",24.7057724,4.2942276,"Liolaemus petrophilus"
"Liolaemus","petrophilus","min",7.31,"ct",-42.26,42.26,-68.41,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_petrophilus","Cruz_et_al_2005",-5.264298439,34.26429844,"Liolaemus petrophilus"
"Liolaemus","pictus","min",8.47,"ct",-40.95,40.95,NA,700,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_pictus","Labra_et_al_2009",NA,NA,"Liolaemus pictus"
"Liolaemus","platei","min",11.98,"ct",-27.05,27.05,NA,200,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_platei","Labra_et_al_2009",NA,NA,"Liolaemus platei"
"Liolaemus","poecilochromus","max",44.16,"ct",-27.52,27.52,-68.13,3500,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_poecilochromus","Cruz_et_al_2005",20.92873192,8.07126808,"Liolaemus poecilochromus"
"Liolaemus","poecilochromus","min",9.35,"ct",-27.52,27.52,-68.13,3500,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_poecilochromus","Cruz_et_al_2005",-8.259500504,37.2595005,"Liolaemus poecilochromus"
"Liolaemus","pseudoanomalus","max",45.93,"ct",-28.8,28.8,-66.94,990,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_pseudoanomalus","Cruz_et_al_2005",30.07898331,-1.07898331,"Liolaemus pseudoanomalus"
"Liolaemus","pseudoanomalus","min",12.19,"ct",-28.8,28.8,-66.94,990,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_pseudoanomalus","Cruz_et_al_2005",-1.506476521,30.50647652,"Liolaemus pseudoanomalus"
"Liolaemus","pseudolemniscatus","min",11.08,"ct",-29.57,29.57,NA,336,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_pseudolemniscatus","Labra_et_al_2009",NA,NA,"Liolaemus pseudolemniscatus"
"Liolaemus","punctatissimus","min",13.64,"ct",-39.3,39.3,NA,430,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_punctatissimus","Labra_et_al_2009",NA,NA,"Liolaemus punctatissimus"
"Liolaemus","quilmes","max",44.69,"ct",-26.59,26.59,-66.16,1600,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_quilmes","Cruz_et_al_2005",25.81286621,3.18713379,"Liolaemus quilmes"
"Liolaemus","quilmes","min",8.46,"ct",-26.59,26.59,-66.16,1600,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_quilmes","Cruz_et_al_2005",-2.297008276,31.29700828,"Liolaemus quilmes"
"Liolaemus","riojanus","max",45.2,"ct",-30.2,30.2,-67.67,500,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_riojanus","Cruz_et_al_2005",33.5852356,-4.5852356,"Liolaemus riojanus"
"Liolaemus","riojanus","min",10.7,"ct",-30.2,30.2,-67.67,500,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_riojanus","Cruz_et_al_2005",1.363882303,27.6361177,"Liolaemus riojanus"
"Liolaemus","robertmertensi","max",43,"ct",-28.81,28.81,-66.74,690,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_robertmertensi","Cruz_et_al_2005",33.25374985,-4.25374985,"Liolaemus robertmertensi"
"Liolaemus","robertmertensi","min",14.07,"ct",-28.81,28.81,-66.74,690,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_robertmertensi","Cruz_et_al_2005",3.15231657,25.84768343,"Liolaemus robertmertensi"
"Liolaemus","rothi","max",43.8,"ct",-40.29,40.29,-68.45,500,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_rothi","Cruz_et_al_2005",27.77931976,1.22068024,"Liolaemus rothi"
"Liolaemus","rothi","min",5.5,"ct",-40.29,40.29,-68.45,500,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_rothi","Cruz_et_al_2005",-2.894165277,31.89416528,"Liolaemus rothi"
"Liolaemus","salinicola","max",48.21,"ct",-27.48,27.48,-67.64,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_salinicola","Cruz_et_al_2005",27.44265747,1.55734253,"Liolaemus salinicola"
"Liolaemus","salinicola","min",14.2,"ct",-27.48,27.48,-67.64,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_salinicola","Cruz_et_al_2005",-2.051629782,31.05162978,"Liolaemus salinicola"
"Liolaemus","scapularis","max",45.57,"ct",-26.59,26.59,-66.16,1000,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_scapularis","Cruz_et_al_2005",25.81286621,3.18713379,"Liolaemus scapularis"
"Liolaemus","scapularis","min",9.39,"ct",-26.59,26.59,-66.16,1000,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_scapularis","Cruz_et_al_2005",-2.297008276,31.29700828,"Liolaemus scapularis"
"Liolaemus","schroederi","min",5.4,"ct",-33.4,33.4,NA,2350,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_schroederi","Carothers_et_al_1997",NA,NA,"Liolaemus schroederi"
"Liolaemus","sp.1","max",45,"ct",-37.4,37.4,-67.11,1200,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_sp.1","Cruz_et_al_2005",32.4432106,-3.4432106,"Liolaemus sp.1"
"Liolaemus","sp.1","min",7.3,"ct",-37.4,37.4,-67.11,1200,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_sp.1","Cruz_et_al_2005",0.588617623,28.41138238,"Liolaemus sp.1"
"Liolaemus","telsen","max",44.6,"ct",-42.39,42.39,-64.59,400,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_telsen","Cruz_et_al_2005",29.07946014,-0.07946014,"Liolaemus telsen"
"Liolaemus","telsen","min",8.98,"ct",-42.39,42.39,-64.59,400,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_telsen","Cruz_et_al_2005",0.697304547,28.30269545,"Liolaemus telsen"
"Liolaemus","tenuis","min",4.16,"ct",-33.4,33.4,NA,1500,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_tenuis","Carothers_et_al_1997",NA,NA,"Liolaemus tenuis"
"Liolaemus","vallecurensis","min",8.2,"ct",-29.85,29.85,NA,3206,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_vallecurensis","Labra_et_al_2009",NA,NA,"Liolaemus vallecurensis"
"Liolaemus","walkeri","min",12.9,"ct",-22.6,22.6,NA,4250,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_walkeri","Labra_et_al_2009",NA,NA,"Liolaemus walkeri"
"Liolaemus","xanthoviridis","max",44.48,"ct",-43.74,43.74,-65.58,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_xanthoviridis","Cruz_et_al_2005",25.87751007,3.12248993,"Liolaemus xanthoviridis"
"Liolaemus","xanthoviridis","min",7.86,"ct",-43.74,43.74,-65.58,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_xanthoviridis","Cruz_et_al_2005",2.020338535,26.97966147,"Liolaemus xanthoviridis"
"Liothyrella","neozelanica","max",29.4,"ct",-45.4,45.4,167.1,0,26,18.7,0.017,NA,"Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae","Marine","ectotherm","Liothyrella_neozelanica","Morley_et_al_2016",18.27999878,7.72000122,"Liothyrella neozelanica"
"Liothyrella","uva","max",4.5,"lt",-60.9,60.9,-45.6,0,NA,NA,NA,NA,"Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae","Marine","ectotherm","Liothyrella_uva","Peck_1989",2.659999847,NA,"Liothyrella uva"
"Lipinia","pulchella","max",35.1,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lipinia_pulchella","Scheffers_et_al_2014",32.4418602,-10.4418602,"Lipinia pulchella"
"Lipophrys","trigloides","max",33.8,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Lipophrys_trigloides","Madeira_et_al_2012",22.84000015,1.15999985,"Lipophrys trigloides"
"Lithobates","sylvatica","max",33.9,"ct",42.63,42.63,-83.22,67,15,15,0.75,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Lithobates_sylvatica","Manis_&_Claussen_1986",28.75920677,-13.75920677,"Lithobates sylvatica"
"Lithobates","sylvatica","min",0.1,"ct",37.34,37.34,-83.22,326,15,15,0.75,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Lithobates_sylvatica","Manis_&_Claussen_1986",-4.857942104,19.8579421,"Lithobates sylvatica"
"Litoria","gracilenta","max",39,"ct",-27.5,27.5,153,5,25,25,0.33,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Litoria_gracilenta","Johnson_1972",31.01422119,-6.01422119,"Ranoidea gracilenta"
"Littorina","fabalis","max",29.9,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_fabalis","Davenport_&_Davenport_2005",16.82999992,NA,"Littorina fabalis"
"Littorina","fabalis","min",-13.3,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_fabalis","Davenport_&_Davenport_2005",5.670000076,NA,"Littorina fabalis"
"Littorina","littorea","max",35.3,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_littorea","Davenport_&_Davenport_2005",16.82999992,NA,"Littorina littorea"
"Littorina","littorea","min",-13,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_littorea","Davenport_&_Davenport_2005",5.670000076,NA,"Littorina littorea"
"Littorina","obtusata","max",29.6,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_obtusata","Davenport_&_Davenport_2005",16.82999992,NA,"Littorina obtusata"
"Littorina","obtusata","min",-13,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_obtusata","Davenport_&_Davenport_2005",5.670000076,NA,"Littorina obtusata"
"Littorina","saxatilis","max",35,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_saxatilis","Davenport_&_Davenport_2005",16.82999992,NA,"Littorina saxatilis"
"Littorina","saxatilis","min",-16.4,"lt",55.75,55.75,-4.9,0,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Intertidal","ectotherm","Littorina_saxatilis","Davenport_&_Davenport_2005",5.670000076,NA,"Littorina saxatilis"
"Liza","ramada","max",38,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Mugiliformes","Mugilidae","Marine","ectotherm","Liza_ramada","Madeira_et_al_2012",22.84000015,1.15999985,"Liza ramado"
"Lophognathus","gilberti","max",41.8,"ct",-16.85,16.85,130.23,254,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Lophognathus_gilberti","Spellerberg_1972a",38.74327087,NA,"Lophognathus gilberti"
"Lophognathus","gilberti","min",2.7,"ct",-16.85,16.85,130.23,254,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Lophognathus_gilberti","Spellerberg_1972a",11.99677372,NA,"Lophognathus gilberti"
"Lucania","parva","max",37.1,"lt",42,42,-76,0,NA,NA,NA,72,"Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Marine","ectotherm","Lucania_parva","Brett_1970",NA,NA,"Lucania parva"
"Lumbriculus","variegatus","max",30.1,"lt",-38.1,38.1,175.49,NA,NA,NA,NA,24,"Annelida","Oligochaeta","Lumbriculida","Lumbriculidae","Freshwater","ectotherm","Lumbriculus_variegatus","Quinn_et_al_1994",23.47511101,NA,"Lumbriculus variegatus"
"Lutjanus","guttatus","max",37.4,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Lutjanidae","Marine","ectotherm","Lutjanus_guttatus","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Lutjanus guttatus"
"Lutjanus","guttatus","min",12,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Lutjanidae","Marine","ectotherm","Lutjanus_guttatus","Mora_&_Ospina_2002",24.36999893,2.13000107,"Lutjanus guttatus"
"Luxilus","chrysocephalus","max",30.8,"ct",39.3,39.3,-84.6,191,NA,11,1,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Luxilus_chrysocephalus","Hockett_&_Mundahl_1989",30.63005829,NA,"Luxilus chrysocephalus"
"Luxilus","chrysocephalus","min",4.5,"ct",39.3,39.3,-84.6,191,22,22,0.5,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Luxilus_chrysocephalus","Hockett_&_Mundahl_1989",-6.806132317,28.80613232,"Luxilus chrysocephalus"
"Luxilus","cornutus","max",35.7,"ct",39,39,-93,200,26,26,0.017,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Luxilus_cornutus","Smale_&_Rabeni_1995",32.08802795,-6.08802795,"Luxilus cornutus"
"Luxilus","zonatus","max",35.3,"ct",38,38,-92,200,26,26,0.017,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Luxilus_zonatus","Smale_&_Rabeni_1995",32.37836838,-6.37836838,"Luxilus zonatus"
"Lythrurus","umbratilis","max",36.2,"ct",39,39,-93,200,26,26,0.017,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Lythrurus_umbratilis","Smale_&_Rabeni_1995",32.08802795,-6.08802795,"Lythrurus umbratilis"
"Macoma","balthica","max",30.97,"lt",53,53,5,0,10,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Tellinidae","Intertidal","ectotherm","Macoma_balthica","Compton_et_al2007",20.19999886,-10.19999886,"Macoma balthica"
"Macoma","balthica","min",-7.01,"lt",53,53,5,0,5,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Tellinidae","Intertidal","ectotherm","Macoma_balthica","Compton_et_al2007",1.279999971,3.720000029,"Macoma balthica"
"Macrobrachium","acanthurus","max",38.1,"ct",18,18,-92.9,0,29,29,1,NA,"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Freshwater","ectotherm","Macrobrachium_acanthurus","Diaz_et_al_2002",33.59244919,-4.59244919,"Macrobrachium acanthurus"
"Macrobrachium","acanthurus","min",14.8,"ct",18,18,-92.9,0,29,29,1,NA,"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Freshwater","ectotherm","Macrobrachium_acanthurus","Diaz_et_al_2002",18.84317589,10.15682411,"Macrobrachium acanthurus"
"Macromia","taeniolata","max",44.8,"ct",29.6,29.6,-82.3,55,25,NA,NA,NA,"Arthropoda","Insecta","Odonata","Macromiidae","Terrestrial","ectotherm","Macromia_taeniolata","May_1976",34.67346191,-9.67346191,"Macromia taeniolata"
"Malacoctenus","zonifer","max",38.2,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labrisomidae","Marine","ectotherm","Malacoctenus_zonifer","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Malacoctenus zonifer"
"Malacoctenus","zonifer","min",12.5,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labrisomidae","Marine","ectotherm","Malacoctenus_zonifer","Mora_&_Ospina_2002",24.36999893,2.13000107,"Malacoctenus zonifer"
"Masticophis","anthonyi","max",40.5,"ct",18.37,18.37,-114.74,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Masticophis_anthonyi","Brattstrom_1955,1965",NA,NA,"Coluber anthonyi"
"Masticophis","lateralis","max",44,"ct",33.61,33.61,-116.63,1386,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Masticophis_lateralis","Brattstrom_1965",37.67389297,NA,"Coluber lateralis"
"Meda","fulgida","max",34.7,"ct",33,33,-111,1000,25,25,0.3,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Meda_fulgida","Carveth_et_al_2006",37.72694778,-12.72694778,"Meda fulgida"
"Melanotus","sp.1","min",-16,"lt",42.5,42.5,NA,400,NA,0.2,NA,24,"Arthropoda","Insecta","Coleoptera","Elateridae","Terrestrial","ectotherm","Melanotus_sp.1","Duman_1979",NA,NA,"Melanotus sp.1"
"Melasoma","collaris","min",-5.1,"lt",61.4,61.4,NA,1450,0,1,NA,480,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Terrestrial","ectotherm","Melasoma_collaris","Gehrken_&_Southon_1997",NA,NA,"Melasoma collaris"
"Melophorus","bagoti","max",56.7,"ct",-23.7,23.7,133.88,608,NA,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Melophorus_bagoti","Christian_&_Morton_1992",36.87516785,NA,"Melophorus bagoti"
"Melophorus","bagoti","min",13.8,"ct",-23.7,23.7,133.88,608,NA,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Melophorus_bagoti","Christian_&_Morton_1992",3.896814585,NA,"Melophorus bagoti"
"Menidia","beryllina","max",29.24,"ct",34.2,34.2,-96.6,0,10,10,1,NA,"Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Marine","ectotherm","Menidia_beryllina","Lutterschmidt_&_Hutchison_1997",26.1099987,-16.1099987,"Menidia beryllina"
"Menidia","menidia","max",32.5,"lt",40,40,-74,0,NA,NA,NA,72,"Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Marine","ectotherm","Menidia_menidia","Hoff&Westman1966_in_Brett_1970",26.31999969,NA,"Menidia menidia"
"Menidia","menidia","min",1.5,"lt",40,40,-74,0,7,NA,NA,72,"Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Marine","ectotherm","Menidia_menidia","Hoff&Westman1966_in_Brett_1970",2.629999876,4.370000124,"Menidia menidia"
"Menippe","nodifrons","max",39,"ct",-23.8,23.8,-45.4,0,NA,29,1,NA,"Arthropoda","Malacostraca","Decapoda","Eriphiidae","Intertidal","ectotherm","Menippe_nodifrons","Vinagre_et_al_2015",28.97999954,NA,"Menippe nodifrons"
"Meroles","suborbitalis","max",46,"ct",-25.75,25.75,20.73,1219,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Meroles_suborbitalis","Stebbins_1961",36.92285538,NA,"Meroles suborbitalis"
"Messor","arenarius","max",46.5,"ct",-24,24,15.94,10,NA,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Messor_arenarius","Wehner_&_Wehner_2011",30.56512642,NA,"Messor arenarius"
"Messor","bouvieri","max",44,"ct",41.3,41.3,2.09,50,20,20,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Messor_bouvieri","Cerda_et_al_1998",NA,NA,"Messor bouvieri"
"Messor","capitatus","max",44,"ct",41.3,41.3,2.09,50,20,20,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Messor_capitatus","Cerda_et_al_1998",NA,NA,"Messor capitatus"
