"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name"
"Eremiascincus","richardsoni","min",7.3,"ct",-34.57,34.57,139.58,11,15,15,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eremiascincus_richardsoni","Bennett_&_John-Alder_1986",4.161160469,10.83883953,"Eremiascincus richardsoni"
"Eucidaris","tribuloides","max",36,"ct",-7.89,7.89,-14.38,0,26,26.1,0.017,NA,"Echinodermata","Echinoidea","Cidaroida","Cidaridae","Marine","ectotherm","Eucidaris_tribuloides","Morley_et_al_2016",29.18999863,-3.18999863,"Eucidaris tribuloides"
"Eulamprus","heatwolei","max",39.5,"ct",-34.05,34.05,149.83,1208,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_heatwolei","Spellerberg_1972a",27.68588448,NA,"Eulamprus heatwolei"
"Eulamprus","heatwolei","min",5.3,"ct",-34.05,34.05,149.83,1208,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_heatwolei","Spellerberg_1972a",2.212491751,NA,"Eulamprus heatwolei"
"Eulamprus","kosciuskoi","max",40.2,"ct",-36.4,36.4,148.41,1752,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_kosciuskoi","Spellerberg_1972a",26.67256927,NA,"Eulamprus kosciuskoi"
"Eulamprus","kosciuskoi","min",2.5,"ct",-36.4,36.4,148.41,1752,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_kosciuskoi","Spellerberg_1972a",-0.844748616,NA,"Eulamprus kosciuskoi"
"Eulamprus","murrayi","max",36.4,"ct",-28.58,28.58,153.37,414,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_murrayi","Greer_1980",27.44460869,NA,"Eulamprus murrayi"
"Eulamprus","quoyii","max",39.8,"ct",-30.51,30.51,151.67,977,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_quoyii","Spellerberg_1972a",29.56103897,NA,"Eulamprus quoyii"
"Eulamprus","quoyii","min",6,"ct",-30.51,30.51,151.67,977,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_quoyii","Spellerberg_1972b",1.229507804,NA,"Eulamprus quoyii"
"Eulamprus","tenuis","max",39.2,"ct",-27.48,27.48,152.97,83,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_tenuis","Greer_1980",31.01422119,NA,"Eulamprus tenuis"
"Eulamprus","tympanum","max",39,"ct",-37.4,37.4,145.2,743,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_tympanum","Spellerberg_1972a",27.79928589,NA,"Eulamprus tympanum"
"Eulamprus","tympanum","min",2.5,"ct",-37.4,37.4,145.2,743,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Eulamprus_tympanum","Spellerberg_1972b",3.381584644,NA,"Eulamprus tympanum"
"Eurycea","bislineata","max",35,"ct",39.7,39.7,-84.7,300,25,25,0.75,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Eurycea_bislineata","Layne_&_Claussen_1982ab",30.03699303,-5.03699303,"Eurycea bislineata"
"Eurycea","bislineata","min",-2,"ct",39.7,39.7,-84.7,300,5,5,0.75,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Eurycea_bislineata","Layne_&_Claussen_1982ab",-8.12097168,13.12097168,"Eurycea bislineata"
"Eurycea","longicauda","max",37.6,"ct",36.11,36.11,-94.33,377,15,15,NA,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Eurycea_longicauda","Sealander_1969",33.15248489,-18.15248489,"Eurycea longicauda"
"Eurycea","lucifuga","max",37.2,"ct",36.11,36.11,-94.33,377,15,15,NA,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Eurycea_lucifuga","Sealander_1969",33.15248489,-18.15248489,"Eurycea lucifuga"
"Eurycea","multiplicata","max",37.5,"ct",36.1,36.1,-90.36,426.7,15,15,NA,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Eurycea_multiplicata","Sealander_1969",33.36065674,-18.36065674,"Eurycea multiplicata"
"Eurycea","nana","max",35.8,"ct",29.9,29.9,-98,190,NA,21,1,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Eurycea_nana","Berkhouse_ &_Fries_1995",35.83247375,NA,"Eurycea nana"
"Floridichthys","carpio","max",42.2,"ct",16.8,16.8,-88.1,0,30,30,0.3,NA,"Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Marine","ectotherm","Floridichthys_carpio","Heath_et_al_1993",30.96999931,-0.96999931,"Floridichthys carpio"
"Formica","neogagates","max",40,"ct",38.57,38.57,-106.59,2895,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Formica_neogagates","Diamond_et_al_2012",24.21374702,0.78625298,"Formica neogagates"
"Formica","obscuripes","max",40.93,"ct",38.57,38.57,-106.59,2895,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Formica_obscuripes","Diamond_et_al_2012",24.21374702,0.78625298,"Formica obscuripes"
"Fundulus","parvipinnis","max",36.1,"lt",33,33,-117.5,0,20,NA,NA,0.5,"Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Marine","ectotherm","Fundulus_parvipinnis","Doudoroff_1945",23.90999985,-3.90999985,"Fundulus parvipinnis"
"Fundulus","parvipinnis","min",2.2,"lt",33,33,-117.5,0,20,NA,NA,1,"Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Marine","ectotherm","Fundulus_parvipinnis","Doudoroff_1945",13.48999977,6.51000023,"Fundulus parvipinnis"
"Gambelia","wislizenii","min",11.6,"ct",39.28,39.28,NA,1278,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Gambelia_wislizenii","Crowley_&_Pietruszka_1983",NA,NA,"Gambelia wislizenii"
"Gehyra","variegata","max",43.8,"ct",-27.5,27.5,140.5,45,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Gehyra_variegata","Spellerberg_1972a",38.33998489,NA,"Gehyra variegata"
"Gehyra","variegata","min",6,"ct",-27.5,27.5,140.5,45,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Gehyra_variegata","Spellerberg_1972a",6.011046886,NA,"Gehyra variegata"
"Gemma","gemma","max",35,"lt",37.11,37.11,-76.13,0,25,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Veneridae","Marine","ectotherm","Gemma_gemma","Kennedy_&_Mihursky_1971",27.84000015,-2.84000015,"Gemma gemma"
"Glaphyromorphus","punctulatus","max",38.6,"ct",-19.67,19.67,147.42,14,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Glaphyromorphus_punctulatus","Greer_1980",30.67003632,NA,"Glaphyromorphus punctulatus"
"Gobius","cobitis","max",33.7,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Perciformes","Gobiidae","Intertidal","ectotherm","Gobius_cobitis","Madeira_et_al_2012",22.84000015,1.15999985,"Gobius cobitis"
"Gobius","niger","max",34.1,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Perciformes","Gobiidae","Marine","ectotherm","Gobius_niger","Madeira_et_al_2012",22.84000015,1.15999985,"Gobius niger"
"Gopherus","agassizii","max",39.5,"ct",34.26,34.26,-118.78,NA,NA,NA,NA,NA,"Chordata","Archelosauria","Testudines","Emydidae","Terrestrial","ectotherm","Gopherus_agassizii","Brattstrom_1965",30.25820732,NA,"Gopherus agassizii"
"Halichoeres","dispilus","max",35.8,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Halichoeres_dispilus","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Halichoeres dispilus"
"Halichoeres","dispilus","min",15.6,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Halichoeres_dispilus","Mora_&_Ospina_2002",24.36999893,2.13000107,"Halichoeres dispilus"
"Halozetes","belgicae","max",40.1,"lt",-46.9,46.9,37.9,0,15,NA,NA,1,"Arthropoda","Arachnida","Oribatida","Ameronothridae","Intertidal","ectotherm","Halozetes_belgicae","Deere_et_al_2006",9.5,5.5,"Halozetes belgicae"
"Halozetes","belgicae","min",-4.7,"lt",-46.9,46.9,37.9,0,0,NA,NA,1,"Arthropoda","Arachnida","Oribatida","Ameronothridae","Intertidal","ectotherm","Halozetes_belgicae","Deere_et_al_2006",3.50999999,-3.50999999,"Halozetes belgicae"
"Heloderma","suspectum","max",44,"ct",32.22,32.22,-110.92,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Helodermatidae","Terrestrial","ectotherm","Heloderma_suspectum","Bogert_&_Martin_del_Campo_1956",38.4033432,NA,"Heloderma suspectum"
"Hemachatus","haemachatus","max",43.1,"ct",-26.14,26.14,28.25,1600,25,25,1,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Hemachatus_haemachatus","Alexander_et_al_1999",28.06161499,-3.06161499,"Hemachatus haemachatus"
"Hemachatus","haemachatus","min",3.7,"ct",-26.14,26.14,28.25,1600,25,25,1,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Hemachatus_haemachatus","Alexander_et_al_1999",1.422487617,23.57751238,"Hemachatus haemachatus"
"Hemidactylus","frenatus","max",42.4,"ct",21.97,21.97,-159.72,0,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Hemidactylus_frenatus","Huey_et_al_1989a",29.32898712,NA,"Hemidactylus frenatus"
"Hemidactylus","frenatus","min",11.9,"ct",21.97,21.97,-159.72,0,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Hemidactylus_frenatus","Huey_et_al_1989a",17.6810112,NA,"Hemidactylus frenatus"
"Hemidactylus","turcicus","max",41.1,"ct",29.18,29.18,-102.96,1680,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Hemidactylus_turcicus","Huey_et_al_1989a",34.47406006,NA,"Hemidactylus turcicus"
"Hemidactylus","turcicus","min",10.5,"ct",29.18,29.18,-102.96,1680,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Hemidactylus_turcicus","Huey_et_al_1989a",0.005520705,NA,"Hemidactylus turcicus"
"Hemiergis","decresiensis","max",39.3,"ct",-35.87,35.87,147.85,575,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Hemiergis_decresiensis","Spellerberg_1972a",28.69124985,NA,"Hemiergis decresiensis"
"Hemiergis","decresiensis","min",6.8,"ct",-35.87,35.87,147.85,575,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Hemiergis_decresiensis","Spellerberg_1972a",0.953369617,NA,"Hemiergis decresiensis"
"Hemiergis","peroni","max",38.6,"ct",-34.15,34.15,138.42,72,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Hemiergis_peroni","Greer_1980",30.95473099,NA,"Hemiergis peroni"
"Hemiergis","peroni","min",9.6,"ct",-34.15,34.15,138.42,72,15,15,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Hemiergis_peroni","Bennett_&_John-Alder_1986",5.258768559,9.741231441,"Hemiergis peroni"
"Hemiergis","quadrilineatum","max",38.1,"ct",-31.93,31.93,115.83,32,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Hemiergis_quadrilineatum","Greer_1980",33.24142075,NA,"Hemiergis quadrilineatum"
"Hemigrapsus","nudus","max",33.6,"ct",48.8,48.8,-125.1,0,16,16,0.5,NA,"Arthropoda","Malacostraca","Decapoda","Varunidae","Intertidal","ectotherm","Hemigrapsus_nudus","Mcgaw_2003",16.93000031,-0.93000031,"Hemigrapsus nudus"
"Hemigrapsus","nudus","min",3.5,"ct",48.8,48.8,-125.1,0,10,10,0.5,NA,"Arthropoda","Malacostraca","Decapoda","Varunidae","Intertidal","ectotherm","Hemigrapsus_nudus","Mcgaw_2003",6.659999847,3.340000153,"Hemigrapsus nudus"
"Heteronotia","binoei","max",40.6,"ct",-22.82,22.82,133.38,657,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Heteronotia_binoei","Spellerberg_1972a",36.58893204,NA,"Heteronotia binoei"
"Heteronotia","binoei","min",9.6,"ct",-22.82,22.82,133.38,657,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Heteronotia_binoei","Spellerberg_1972a",4.394957542,NA,"Heteronotia binoei"
"Holbrookia","maculata","max",46.5,"ct",34.1,34.1,-103.3,1280,23,39,0.067,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Holbrookia_maculata","Sena_1978",33.20048141,-10.20048141,"Holbrookia maculata"
"Hoplodactylus","maculatus","min",1.2,"ct",-45.45,45.45,NA,523,21,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Diplodactylidae","Terrestrial","ectotherm","Hoplodactylus_maculatus","Besson_&_Cree_2007,2011",NA,NA,"Woodworthia maculatus"
"Hyalinobatrachium","fleischmanni","min",2.5,"lt",10,10,NA,1371.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Centrolenidae","Terrestrial","ectotherm","Hyalinobatrachium_fleischmanni","Brattstrom_1968",NA,NA,"Hyalinobatrachium fleischmanni"
"Hyla","aurea","max",36.2,"ct",-38.59,38.59,146.1,304.8,30,20,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Hyla_aurea","Brattstrom_1970",25.08243942,4.91756058,"Ranoidea aurea"
"Hyla","caerulea","max",39.3,"ct",-21,21,148.3,304.8,30,20,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Hyla_caerulea","Brattstrom_1970",33.04460526,-3.04460526,"Ranoidea caerulea"
"Hyla","chloris","max",38.9,"ct",-17.27,17.27,145.48,731.5,30,20,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Hyla_chloris","Brattstrom_1970",33.91498566,-3.91498566,"Ranoidea chloris"
"Hyla","citropa","max",30.7,"ct",-30.5,30.5,152.9,1371.6,5,20,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Hyla_citropa","Brattstrom_1970",29.54545021,-24.54545021,"Ranoidea citropa"
"Hyla","lesueuri","max",33.1,"ct",-38,38,148.2,304.8,25,20,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Hyla_lesueuri","Brattstrom_1970",26.03037453,-1.03037453,"Ranoidea lesueurii"
"Hyla","phyllochroa","max",29.7,"ct",-38,38,148.2,304.8,5,20,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Hyla_phyllochroa","Brattstrom_1970",26.03037453,-21.03037453,"Ranoidea phyllochroa"
"Hylarana","erythraea","max",34.8,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Hylarana_erythraea","Scheffers_et_al_2014",32.4418602,-10.4418602,"Hylarana erythraea"
"Ischnochiton","australis","max",35.1,"ct",-43,43,148,0,16,20,0.017,NA,"Mollusca","Polyplacophora","Neoloricata","Ischnochitonidae","Intertidal","ectotherm","Ischnochiton_australis","Bates_et_al_2013",19.43999863,-3.43999863,"Ischnochiton australis"
"Kaloula","kalingensis","max",34.3,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Microhylidae","Terrestrial","ectotherm","Kaloula_kalingensis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Kaloula kalingensis"
"Lacerta","agilis","max",43.9,"ct",48.52,48.52,1.98,137,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Lacerta_agilis","Bauwens_et_al_1995",25.30908203,9.69091797,"Lacerta agilis"
"Lacerta","agilis","min",5.9,"ct",50.9,50.9,1.98,200,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Lacerta_agilis","Spellerberg_1975",3.304985762,NA,"Lacerta agilis"
"Lacerta","schreiberi","max",43,"ct",43.13,43.13,-8.08,528,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Lacerta_schreiberi","Bauwens_et_al_1995",26.25300026,8.74699974,"Lacerta schreiberi"
"Lampropeltis","zonata","max",42.5,"ct",38.65,38.65,-122.67,417,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Lampropeltis_zonata","Brattstrom_1965",32.29202271,NA,"Lampropeltis zonata"
"Lampropholis","delicata","max",40.8,"ct",-33.37,33.37,151.26,180,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lampropholis_delicata","Spellerberg_1972a",25.52132607,NA,"Lampropholis delicata"
"Lampropholis","delicata","min",4.7,"ct",-33.37,33.37,151.26,180,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lampropholis_delicata","Spellerberg_1972a",6.599608898,NA,"Lampropholis delicata"
"Lampropholis","guichenoti","max",41.3,"ct",-33.73,33.73,151.13,180,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lampropholis_guichenoti","Spellerberg_1972a",25.52132607,NA,"Lampropholis guichenoti"
"Lampropholis","guichenoti","min",2.5,"ct",-33.73,33.73,151.13,180,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lampropholis_guichenoti","Spellerberg_1972a",6.599608898,NA,"Lampropholis guichenoti"
"Laternula","elliptica","max",5,"ct",-67.5,67.5,-68,0,NA,0,0.00017,NA,"Mollusca","Bivalvia","Pholadomyoida","Laternulidae","Marine","ectotherm","Laternula_elliptica","Peck_et_al_2004",1.350000024,NA,"Laternula elliptica"
"Lepidodactylus","lugubris","max",40.2,"ct",21.97,21.97,-159.72,0,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Lepidodactylus_lugubris","Huey_et_al_1989a",29.32898712,NA,"Lepidodactylus lugubris"
"Lepidodactylus","lugubris","min",11.5,"ct",21.97,21.97,-159.72,0,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Lepidodactylus_lugubris","Huey_et_al_1989a",17.6810112,NA,"Lepidodactylus lugubris"
"Lepidophyma","flavimaculatum","max",38,"ct",10.45,10.45,-84.02,50,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Lepidophyma_flavimaculatum","vanBerkum_1988",31.07708168,NA,"Lepidophyma flavimaculatum"
"Lepidophyma","flavimaculatum","min",11.3,"ct",10.45,10.45,-84.02,50,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Lepidophyma_flavimaculatum","vanBerkum_1988",21.64012527,NA,"Lepidophyma flavimaculatum"
"Leptodactylus","pentadactylus","min",6,"lt",9.15,9.15,NA,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Leptodactylidae","Terrestrial","ectotherm","Leptodactylus_pentadactylus","Brattstrom_1968",NA,NA,"Leptodactylus pentadactylus"
"Lerista","bougainvilli","max",43.8,"ct",-37.21,37.21,145.42,174,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lerista_bougainvilli","Greer_1980",27.79928589,NA,"Lerista bougainvilli"
"Lerista","frosti","max",42.9,"ct",-24.4,24.4,132.4,581,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lerista_frosti","Greer_1980",37.25185394,NA,"Lerista frosti"
"Lerista","neander","max",43.1,"ct",-23.28,23.28,119.53,690,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lerista_neander","Greer_1980",39.32736969,NA,"Lerista neander"
"Lerista","orientalis","max",40.9,"ct",-18.65,18.65,139.25,71,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lerista_orientalis","Greer_1980",38.65587997,NA,"Lerista orientalis"
"Lerista","terdigitata","max",45.1,"ct",-33.47,33.47,135.33,44,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Lerista_terdigitata","Greer_1980",29.0280838,NA,"Lerista terdigitata"
"Limatula","hodgsoni","max",12.7,"ct",-77.85,77.85,166.67,0,26,-1.7,0.00069,NA,"Mollusca","Bivalvia","Limoida","Limidae","Marine","ectotherm","Limatula_hodgsoni","Morley_et_al_2016",0,26,"Limatula hodgsoni"
"Limnodynastes","dorsalis","max",36.5,"ct",-31.1,31.1,150.93,609.6,30,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Limnodynastes_dorsalis","Brattstrom_1970",30.00385666,-0.00385666,"Limnodynastes dorsalis"
"Limnodynastes","fletcheri","max",28.3,"ct",-31.55,31.55,147.2,304.8,5,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Limnodynastes_fletcheri","Brattstrom_1970",34.49520493,-29.49520493,"Limnodynastes fletcheri"
"Limnodynastes","tasmaniensis","max",34.9,"ct",-38,38,142.5,304.8,25,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Limnodynastes_tasmaniensis","Brattstrom_1970",24.16413116,0.83586884,"Limnodynastes tasmaniensis"
"Limnonectes","woodworthi","max",35.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Dicroglossidae","Terrestrial","ectotherm","Limnonectes_woodworthi","Scheffers_et_al_2014",32.4418602,-10.4418602,"Limnonectes woodworthi"
"Linepithema","humile","max",37.7,"ct",-33.92,33.92,18.87,136,20,20,0.05,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Linepithema_humile","Jumbam_et_al_2008ab",29.00185776,-9.00185776,"Linepithema humile"
"Linepithema","humile","min",-0.1,"ct",-33.92,33.92,18.87,136,20,20,0.05,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Linepithema_humile","Jumbam_et_al_2008ab",6.105827808,13.89417219,"Linepithema humile"
"Liocarcinus","marmoreus","max",32.2,"ct",38,38,-9,0,24,24,0.017,NA,"Arthropoda","Malacostraca","Decapoda","Polybiidae","Marine","ectotherm","Liocarcinus_marmoreus","Madeira_et_al_2012",22.84000015,1.15999985,"Liocarcinus marmoreus"
"Liolaemus","abaucan","max",47.3,"ct",-27.25,27.25,-67.42,1200,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_abaucan","Cruz_et_al_2005",22.52122307,6.47877693,"Liolaemus abaucan"
"Liolaemus","abaucan","min",15.41,"ct",-27.25,27.25,-67.42,1200,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_abaucan","Cruz_et_al_2005",-5.223344326,34.22334433,"Liolaemus abaucan"
"Liolaemus","albiceps","max",44.33,"ct",-24.32,24.32,-66.15,3060,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_albiceps","Cruz_et_al_2005",19.91906357,9.08093643,"Liolaemus albiceps"
"Liolaemus","albiceps","min",7.05,"ct",-24.32,24.32,-66.15,3060,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_albiceps","Cruz_et_al_2005",-7.713224411,36.71322441,"Liolaemus albiceps"
"Liolaemus","alticolor","min",13.12,"ct",-18.17,18.17,NA,4350,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_alticolor","Labra_et_al_2009",NA,NA,"Liolaemus alticolor"
"Liolaemus","altissimus","min",3.99,"ct",-33.4,33.4,NA,2850,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_altissimus","Carothers_et_al_1997",NA,NA,"Liolaemus altissimus"
"Liolaemus","bibronii","max",44.53,"ct",-40.27,40.27,-68.23,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_bibronii","Cruz_et_al_2005",27.77931976,1.22068024,"Liolaemus bibronii"
"Liolaemus","bibronii","min",8.49,"ct",-40.27,40.27,-68.23,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_bibronii","Cruz_et_al_2005",-2.894165277,31.89416528,"Liolaemus bibronii"
"Liolaemus","bisignatus","min",12.52,"ct",-26.15,26.15,NA,710,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_bisignatus","Labra_et_al_2009",NA,NA,"Liolaemus bisignatus"
"Liolaemus","boulengeri","max",43.99,"ct",-42.39,42.39,-64.59,0,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_boulengeri","Cruz_et_al_2005",29.07946014,-0.07946014,"Liolaemus boulengeri"
"Liolaemus","boulengeri","min",9.4,"ct",-42.39,42.39,-64.59,0,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_boulengeri","Cruz_et_al_2005",0.697304547,28.30269545,"Liolaemus boulengeri"
"Liolaemus","canqueli","max",44.6,"ct",-44.04,44.04,-68.36,900,29,18,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_canqueli","Cruz_et_al_2005",25.18285942,3.81714058,"Liolaemus canqueli"
"Liolaemus","canqueli","min",6.99,"ct",-44.04,44.04,-68.36,900,29,20,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Liolaemus_canqueli","Cruz_et_al_2005",-2.185246706,31.18524671,"Liolaemus canqueli"
