Genus,Species,type,thermal_limit,metric,collection_latitude,absolute_latitude,collection_longitude,elevation,acclimation_temperature,start_temp,ramping_rate,exposure_duration,Phylum,Class,Order,Family,realm,thermy,genus_species,reference,extreme_enviro_temp,acclimation_offset
Dais,cotinifolia,min,-5.1,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Malvales,Thymelaeaceae,Terrestrial,plant,Dais_cotinifolia,Bannister_&_Lord_2010,NA,NA
Daptrius,ater,max,35,TNZ,29.68,29.68,-82.43,NA,25,NA,NA,NA,Chordata,Aves,Falconiformes,Falconidae,Terrestrial,endotherm,Daptrius_ater,Wasser_1986,34.67346191,-9.67346191
Daptrius,ater,min,19.5,TNZ,29.68,29.68,-82.43,NA,25,NA,NA,NA,Chordata,Aves,Falconiformes,Falconidae,Terrestrial,endotherm,Daptrius_ater,Wasser_1986,4.768657684,20.23134232
Dascyllus,aruanus,max,40.5,ct,-5.45,5.45,123.77,0,30,30,0.31,NA,Chordata,Actinopteri,Perciformes,Pomacentridae,Marine,ectotherm,Dascyllus_aruanus,Eme_&_Bennett_2009,31.20999908,-1.20999908
Dascyllus,aruanus,min,12,ct,-5.45,5.45,123.77,0,17.5,17.5,0.31,NA,Chordata,Actinopteri,Perciformes,Pomacentridae,Marine,ectotherm,Dascyllus_aruanus,Eme_&_Bennett_2009,26.23999977,-8.73999977
Dasyatis,sabina,max,43.2,ct,29.7,29.7,-85.3,0,35,35.1,0.3,NA,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Marine,ectotherm,Dasyatis_sabina,Fangue_&_Bennet_2003,31.75,3.25
Dasyatis,sabina,min,0.8,ct,29.7,29.7,-85.3,0,10.8,10.8,0.3,NA,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Marine,ectotherm,Dasyatis_sabina,Fangue_&_Bennet_2003,15.54999924,-4.74999924
Dasycercus,cristicauda,min,30,TNZ,-25.4,25.4,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Terrestrial,endotherm,Dasycercus_cristicauda,Kennedy_&_Macfarlane_1971,NA,NA
Dasyprocta,azarae,max,35,TNZ,-25.17,25.17,-59.52,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Dasyproctidae,Terrestrial,endotherm,Dasyprocta_azarae,Arends_&_McNab_2001,34.79752731,NA
Dasyprocta,azarae,min,18,TNZ,-25.17,25.17,-59.52,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Dasyproctidae,Terrestrial,endotherm,Dasyprocta_azarae,Arends_&_McNab_2001,11.18252754,NA
Dasyprocta,leporina,min,20,TNZ,10.22,10.22,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Dasyproctidae,Terrestrial,endotherm,Dasyprocta_leporina,Arends_&_McNab_2001,NA,NA
Dasypus,novemcinctus,min,28,TNZ,29.39,29.39,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Cingulata,Dasypodidae,Terrestrial,endotherm,Dasypus_novemcinctus,McNab_1980,NA,NA
Dendrobates,auratus,max,34.8,ct,10,10,-83.5,304.8,26,23,1,NA,Chordata,Amphibia,Anura,Dendrobatidae,Terrestrial,ectotherm,Dendrobates_auratus,Brattstrom_1968,30.38962555,-4.38962555
Dendrobates,auratus,min,9.5,LT50,10,10,-83.5,304.8,23,NA,NA,24,Chordata,Amphibia,Anura,Dendrobatidae,Terrestrial,ectotherm,Dendrobates_auratus,Brattstrom_1968,18.74819756,4.25180244
Dendrolagus,matschiei,max,37,TNZ,-5.32,5.32,141,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Terrestrial,endotherm,Dendrolagus_matschiei,McNab_1988,29.10962677,NA
Dendrolagus,matschiei,min,27,TNZ,-5.32,5.32,141,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Terrestrial,endotherm,Dendrolagus_matschiei,McNab_1988,18.75701332,NA
Dermatocarpon,fluviatile,min,-10.8,ct,51.7,51.7,NA,NA,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Freshwater,plant,Dermatocarpon_fluviatile,Lange_1965,NA,NA
Derocalymma,sp.2,min,-7.1,LT50,-32.3,32.3,NA,1926,6,0.1,NA,1,Arthropoda,Insecta,Blattodea,Blaberidae,Terrestrial,ectotherm,Derocalymma_sp.2,Sinclair_&_Chown_2005,NA,NA
Derocalymma,sp1,min,-6.15,LT50,-32.3,32.3,NA,1926,6,0.1,NA,1,Arthropoda,Insecta,Blattodea,Blaberidae,Terrestrial,ectotherm,Derocalymma_sp1,Sinclair_&_Chown_2005,NA,NA
Desfontainia,spinosa,min,-11.1,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Bruniales,Columelliaceae,Terrestrial,plant,Desfontainia_spinosa,Bannister_&_Lord_2010,NA,NA
Desmodus,rotundus,min,29,TNZ,-20.05,20.05,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Desmodus_rotundus,McNab_1969,NA,NA
Desmognathus,fuscus,max,34.9,ct,39.7,39.7,-84.7,300,25,25,0.75,NA,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,ectotherm,Desmognathus_fuscus,Layne_&_Claussen_1982a,30.03699303,-5.03699303
Desmognathus,fuscus,min,-2.3,ct,39.7,39.7,-84.7,300,5,5,0.75,NA,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,ectotherm,Desmognathus_fuscus,Layne_&_Claussen_1982a,-8.12097168,13.12097168
Desmognathus,ochrophaeus,max,31.5,ct,37.4,37.4,-80.5,1432,21.5,21.5,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,ectotherm,Desmognathus_ochrophaeus,Zweifel_1957,30.00385284,-8.50385284
Desmognathus,quadramaculatus,max,31.9,ct,37.4,37.4,-80.5,1158,21.5,21.5,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,ectotherm,Desmognathus_quadramaculatus,Zweifel_1957,30.00385284,-8.50385284
Diaemus,youngi,max,30,TNZ,-41.01,41.01,-62.47,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Diaemus_youngi,McNab_1969,29.22703934,NA
Diaemus,youngi,min,25,TNZ,-41.01,41.01,-62.47,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Diaemus_youngi,McNab_1969,2.758999825,NA
Diamesa,sp.1,min,-16,ct,28.2,28.2,NA,5600,NA,NA,NA,NA,Arthropoda,Insecta,Diptera,Chironomidae,Terrestrial,ectotherm,Diamesa_sp.1,Koshima_1984,NA,NA
Dicentrarchus,labrax,max,33.3,ct,38,38,-9,0,24,24,0.017,NA,Chordata,Actinopteri,Perciformes,Moronidae,Marine,ectotherm,Dicentrarchus_labrax,Madeira_et_al_2012,22.84000015,1.15999985
Dicrostonyx,groenlandicus,min,15.5,TNZ,69.3,69.3,NA,NA,20,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Dicrostonyx_groenlandicus,McNab_1992,NA,NA
Didelphis,marsupialis,min,25.5,TNZ,23.38,23.38,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Didelphis_marsupialis,McNab_1978,NA,NA
Didelphis,virginiana,max,34,TNZ,29.39,29.39,-82.19,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Didelphis_virginiana,McNab_1978,34.67346191,NA
Didelphis,virginiana,min,22,TNZ,29.39,29.39,-82.19,NA,NA,NA,NA,NA,Chordata,Mammalia,Didelphimorphia,Didelphidae,Terrestrial,endotherm,Didelphis_virginiana,McNab_1978,4.768657684,NA
Diosma,ericoides,min,-4.9,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Sapindales,Rutaceae,Terrestrial,plant,Diosma_ericoides,Bannister_&_Lord_2010,NA,NA
Diphylla,ecaudata,max,30,TNZ,-19.37,19.37,-43.52,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Diphylla_ecaudata,McNab_1969,28.64418221,NA
Diphylla,ecaudata,min,26,TNZ,-19.37,19.37,-43.52,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Diphylla_ecaudata,McNab_1969,12.95600414,NA
Diplodus,bellottii,max,27.38,ct,38,38,-9,0,24,24,0.017,NA,Chordata,Actinopteri,Spariformes,Sparidae,Marine,ectotherm,Diplodus_bellottii,Madeira_et_al_2012,22.84000015,1.15999985
Diplodus,sargus,max,33.8,ct,38,38,-9,0,24,24,0.017,NA,Chordata,Actinopteri,Spariformes,Sparidae,Marine,ectotherm,Diplodus_sargus,Madeira_et_al_2012,22.84000015,1.15999985
Diplodus,vulgaris,max,31.1,ct,38,38,-9,0,24,24,0.017,NA,Chordata,Actinopteri,Spariformes,Sparidae,Marine,ectotherm,Diplodus_vulgaris,Madeira_et_al_2012,22.84000015,1.15999985
Diploschistes,gypsaceus,min,-11.5,ct,44.2,44.2,NA,NA,NA,NA,NA,NA,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Terrestrial,plant,Diploschistes_gypsaceus,Lange_1965,NA,NA
Dipodillus,dasyurus,max,35,TNZ,32.31,32.31,34.93,NA,28,NA,NA,NA,Chordata,Mammalia,Rodentia,Muridae,Terrestrial,endotherm,Dipodillus_dasyurus,Haim_1987,31.49491882,-3.49491882
Dipodillus,dasyurus,min,32,TNZ,32.31,32.31,34.93,NA,28,NA,NA,NA,Chordata,Mammalia,Rodentia,Muridae,Terrestrial,endotherm,Dipodillus_dasyurus,Haim_1987,8.439605713,19.56039429
Dipodomys,agilis,max,36,TNZ,33.1,33.1,-116.5,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_agilis,Carpenter_1966_in_Buffenstein_&_Jarvis_1985,37.67389297,NA
Dipodomys,agilis,min,26,TNZ,33.1,33.1,-116.5,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_agilis,Carpenter_1966_in_Buffenstein_&_Jarvis_1985,2.77726984,NA
Dipodomys,deserti,max,35,TNZ,35.46,35.46,-119.49,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_deserti,McNab_1979a,30.10842705,NA
Dipodomys,deserti,min,28.5,TNZ,35.46,35.46,-119.49,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_deserti,McNab_1979a,3.296941042,NA
Dipodomys,merriami,min,32,TNZ,34.6,34.6,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_merriami,Dawson_1955,NA,NA
Dipodomys,microps,max,32,TNZ,36.05,36.05,-115.13,1950,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_microps,Breyen_et_al_1973,37.43787384,NA
Dipodomys,microps,min,27,TNZ,36.05,36.05,-115.13,1950,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_microps,Breyen_et_al_1973,-0.909776509,NA
Dipodomys,panamintinus,min,33,TNZ,34.6,34.6,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Heteromyidae,Terrestrial,endotherm,Dipodomys_panamintinus,Dawson_1955,NA,NA
Dipoena,inornata,max,43.2,ct,55.4,55.4,14.19,3,15,15,0.5,NA,Arthropoda,Arachnida,Araneae,Theridiidae,Terrestrial,ectotherm,Dipoena_inornata,Almquist_1970,20.58191681,-5.58191681
Dipoena,inornata,min,-16.4,LT50,55.4,55.4,14.19,3,4,0.02,NA,72,Arthropoda,Arachnida,Araneae,Theridiidae,Terrestrial,ectotherm,Dipoena_inornata,Almquist_1970,-1.632228255,5.632228255
Dipsosaurus,dorsalis,max,47.5,ct,35.7,35.7,-116.34,47,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Dipsosaurus_dorsalis,Cowles_&_Bogert_1944,39.159832,NA
Dipsosaurus,dorsalis,min,14,ct,34.15,34.15,-116.34,594,NA,NA,1,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Dipsosaurus_dorsalis,Simandle_et_al_2001,1.465982318,NA
Dirca,occidentalis,max,56,ct,33.5,33.5,-117.1,375,NA,NA,NA,NA,Streptophyta,Spermatophyta,Malvales,Thymelaeaceae,Terrestrial,plant,Dirca_occidentalis,Knight_&_Ackerly_2002,30.17784309,NA
Distaplia,occidentalis,max,21.9,LT50,38.33,38.33,-123.06,0,12,0.067,NA,24,Chordata,Ascidiacea,Enterogona,Clavelinidae,Marine,ectotherm,Distaplia_occidentalis,Zerebecki_&_Sorte_2011,17.40999985,-5.40999985
Divaricella,irpex,max,36.94,LT50,-17,17,122,0,25,NA,NA,24,Mollusca,Bivalvia,Lucinoida,Lucinidae,Intertidal,ectotherm,Divaricella_irpex,Compton_et_al2007,31.47999954,-6.47999954
Divaricella,irpex,min,5.51,LT50,-17,17,122,0,25,NA,NA,24,Mollusca,Bivalvia,Lucinoida,Lucinidae,Intertidal,ectotherm,Divaricella_irpex,Compton_et_al2007,23.37999916,1.62000084
Dobsonia,anderseni,min,28,TNZ,-4.3,4.3,NA,150,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Dobsonia_anderseni,McNab_&_Bonaccorso_2001,NA,NA
Dobsonia,minor,min,27.5,TNZ,-5.28,5.28,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Dobsonia_minor,Bartholomew_et_al_1970,NA,NA
Dobsonia,moluccensis,min,17,TNZ,-4.98,4.98,NA,100,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Dobsonia_moluccensis,McNab_&_Bonaccorso_2001,NA,NA
Dobsonia,praedatrix,max,33,TNZ,-4.3,4.3,152,150,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Dobsonia_praedatrix,McNab_&_Bonaccorso_2001,31.24732971,NA
Dobsonia,praedatrix,min,26,TNZ,-4.3,4.3,152,150,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Dobsonia_praedatrix,McNab_&_Bonaccorso_2001,22.83885765,NA
Dodonaea,viscosa,min,-8.1,LT50,-37.5,37.5,NA,100,NA,NA,NA,8,Streptophyta,Spermatophyta,Sapindales,Sapindaceae,Terrestrial,plant,Dodonaea_viscosa,Bannister_&_Lord_2010,NA,NA
Dolichoderus,beccarii,max,45.63,ct,4.05,4.05,114.81,0,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Dolichoderus_beccarii,Diamond_et_al_2012,31.30045509,-6.30045509
Dolichoderus,cuspidatus,max,44.5,ct,4.05,4.05,114.81,0,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Dolichoderus_cuspidatus,Diamond_et_al_2012,31.30045509,-6.30045509
Dolichotis,salinicola,max,37,TNZ,-23.26,23.26,-58.57,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Caviidae,Terrestrial,endotherm,Dolichotis_salinicola,Arends_&_McNab_2001,34.80413818,NA
Dolichotis,salinicola,min,28,TNZ,-23.26,23.26,-58.57,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Caviidae,Terrestrial,endotherm,Dolichotis_salinicola,Arends_&_McNab_2001,12.89394474,NA
Donax,serra,max,33,LT50,-33.9,33.9,25.6,0,20,NA,NA,12,Mollusca,Bivalvia,Veneroida,Donacidae,Marine,ectotherm,Donax_serra,Ansell_&_McLachlan_1980,25.38999939,-5.38999939
Donax,sordidus,max,35,LT50,-33.9,33.9,25.6,0,20,NA,NA,12,Mollusca,Bivalvia,Veneroida,Donacidae,Marine,ectotherm,Donax_sordidus,Ansell_&_McLachlan_1980,25.38999939,-5.38999939
Dorymyrmex,sp.1,max,48.5,ct,35.77,35.77,-78.68,146,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Dorymyrmex_sp.1,Diamond_et_al_2012,32.93321609,-7.93321609
Dovyalis,caffra,min,-8.7,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Malpighiales,Salicaceae,Terrestrial,plant,Dovyalis_caffra,Bannister_&_Lord_2010,NA,NA
Dracophyllum,muscoides,min,-8.7,LT50,-45.4,45.4,NA,1240,NA,0.083,NA,8,Streptophyta,Spermatophyta,Ericales,Ericaceae,Terrestrial,plant,Dracophyllum_muscoides,Bannister_et_al_2005,NA,NA
Drepanoptila,holosericea,min,27,TNZ,-21.28,21.28,NA,NA,NA,NA,NA,NA,Chordata,Aves,Columbiformes,Columbidae,Terrestrial,endotherm,Drepanoptila_holosericea,Schluecher_2002,NA,NA
Drimys,winteri,min,-7.9,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Canellales,Winteraceae,Terrestrial,plant,Drimys_winteri,Bannister_&_Lord_2010,NA,NA
Drosophila,angularis,max,34.4,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_angularis,Kimura_2004,29.98994637,NA
Drosophila,angularis,min,-2.1,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_angularis,Kimura_2004,-0.012384742,NA
Drosophila,auraria,max,33.9,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_auraria,Kimura_2004,24.39656448,NA
Drosophila,auraria,min,-3.3,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_auraria,Kimura_2004,-8.855576515,NA
Drosophila,biauraria,max,32.5,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_biauraria,Kimura_2004,24.39656448,NA
Drosophila,biauraria,min,-2.7,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_biauraria,Kimura_2004,-8.855576515,NA
Drosophila,bipectinata,max,33.5,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_bipectinata,Kimura_2004,NA,NA
Drosophila,bipectinata,min,7.1,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_bipectinata,Kimura_2004,NA,NA
Drosophila,birchii,max,35.5,ct,-17,17,146,130,25,NA,NA,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_birchii,Berrigan_2000,29.40991592,-4.40991592
Drosophila,bizonata,max,32.9,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_bizonata,Kimura_2004,29.98994637,NA
Drosophila,bizonata,min,-2.7,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_bizonata,Kimura_2004,-0.012384742,NA
Drosophila,bocki,max,33.2,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_bocki,Kimura_2004,NA,NA
Drosophila,bocki,min,6.8,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_bocki,Kimura_2004,NA,NA
Drosophila,brachynephros,max,33.6,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_brachynephros,Kimura_2004,24.39656448,NA
Drosophila,brachynephros,min,-3.7,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_brachynephros,Kimura_2004,-8.855576515,NA
Drosophila,curviceps,max,30,LT50,36.5,36.5,138.5,1600,21,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_curviceps,Ohtsu_et_al_1999,30.02619171,-9.02619171
Drosophila,curviceps,min,-3,LT50,36.5,36.5,138.5,1600,21,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_curviceps,Ohtsu_et_al_1999,-5.633777618,26.63377762
Drosophila,curvispina,max,32.6,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_curvispina,Kimura_2004,24.39656448,NA
Drosophila,curvispina,min,-4.5,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_curvispina,Kimura_2004,-8.855576515,NA
Drosophila,daruma,max,33.4,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_daruma,Kimura_2004,29.98994637,NA
Drosophila,daruma,min,-0.2,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_daruma,Kimura_2004,-0.012384742,NA
Drosophila,elegans,max,33.6,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_elegans,Kimura_2004,NA,NA
Drosophila,elegans,min,3.6,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_elegans,Kimura_2004,NA,NA
Drosophila,ficusphila,max,33.5,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_ficusphila,Kimura_2004,NA,NA
Drosophila,ficusphila,min,1.7,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_ficusphila,Kimura_2004,NA,NA
Drosophila,guttifera,max,35.8,ct,32,32,-99,400,25,NA,NA,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_guttifera,Berrigan_2000,35.68505859,-10.68505859
Drosophila,immigrans,max,31.5,LT50,43,43,141.3,30,21,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_immigrans,Ohtsu_et_al_1999,24.39656448,-3.39656448
Drosophila,immigrans,min,1,LT50,43,43,141.3,30,21,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_immigrans,Ohtsu_et_al_1999,-8.855576515,29.85557652
Drosophila,kanekoi,max,35.4,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_kanekoi,Kimura_2004,24.39656448,NA
Drosophila,kanekoi,min,-5.5,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_kanekoi,Kimura_2004,-8.855576515,NA
Drosophila,lacertosa,max,31,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_lacertosa,Kimura_2004,24.39656448,NA
Drosophila,lacertosa,min,0.7,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_lacertosa,Kimura_2004,-8.855576515,NA
Drosophila,lacteicornis,max,32.5,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_lacteicornis,Kimura_2004,NA,NA
Drosophila,lacteicornis,min,1.7,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_lacteicornis,Kimura_2004,NA,NA
Drosophila,lutescens,max,31.1,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_lutescens,Kimura_2004,29.98994637,NA
Drosophila,lutescens,min,0.5,LT50,35.5,35.5,139.7,2,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_lutescens,Kimura_2004,-0.012384742,NA
Drosophila,neotestacea,max,32,ct,43,43,-77.6,200,25,NA,NA,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_neotestacea,Berrigan_2000,25.95337868,-0.95337868
Drosophila,nigromaculata,max,34.3,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_nigromaculata,Kimura_2004,24.39656448,NA
Drosophila,nigromaculata,min,-4.5,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_nigromaculata,Kimura_2004,-8.855576515,NA
Drosophila,orientacea,max,31.9,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_orientacea,Kimura_2004,24.39656448,NA
Drosophila,orientacea,min,-4.5,LT50,43.1,43.1,141.4,10,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_orientacea,Kimura_2004,-8.855576515,NA
Drosophila,putrida,max,34.7,ct,43,43,-77.6,200,25,NA,NA,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_putrida,Berrigan_2000,25.95337868,-0.95337868
Drosophila,quadrilineata,max,33.9,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_quadrilineata,Kimura_2004,NA,NA
Drosophila,quadrilineata,min,6.8,LT50,24.3,24.3,123.8,28,NA,NA,NA,24,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,ectotherm,Drosophila_quadrilineata,Kimura_2004,NA,NA
