data gatherer,habitat data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,genus_species,coastal_or_oceanic,notes/logic,coastal_or_oceanic_source,upper_depth_limit,lower_depth_limit,usual_range,depth_distribution_source,upper_elevation_limit_meters,lower_elevation_limit_meters,elevational_range_source,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes
Ignacio,Sarah,Liolaemus,capillitas,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_capillitas,,,,,,,,3600,2700,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,chacoensis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_chacoensis,,,,,,,,800,250,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,chiliensis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_chiliensis,,,,,,,,2100,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,constanzae,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_constanzae,,,,,,,,3900,1400,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,curis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_curis,,,,,,,,3000,1520,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,cuyanus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_cuyanus,,,,,,,,1300,250,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,cyanogaster,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_cyanogaster,,,,,,,,800,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,darwinii,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_darwinii,,,,,,,,3000,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,eleodori,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_eleodori,,,,,,,,3500,3500,IUCN,NA,terrestrial,"Endemic to a National Park, collected at single elevation. IUCN reports 3500 as lower and upper, but I'm unsure whether representative of true range"
Ignacio,Sarah,Liolaemus,elongatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_elongatus,,,,,,,,1500,350,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,fabiani,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_fabiani,,,,,,,,3000,2300,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,fitzgeraldi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_fitzgeraldi,,,,,,,,4500,2700,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,fitzingerii,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_fitzingerii,,,,,,,,1100,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,fuscus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_fuscus,,,,,,,,1900,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,hellmichi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_hellmichi,,,,,,,,1400,1000,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,irregularis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_irregularis,,,,,,,,5000,3060,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,jamesi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_jamesi,,,,,,,,4700,3300,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,kingii,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_kingii,,,,,,,,1340,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,koslowskyi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_koslowskyi,,,,,,,,2450,800,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,kriegi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_kriegi,,,,,,,,2000,950,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,laurenti,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_laurenti,,,,,,,,1100,800,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,lemniscatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_lemniscatus,,,,,,,,2100,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,leopardinus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_leopardinus,,,,,,,,3000,1800,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,lorenzmuelleri,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_lorenzmuelleri,,,,,,,,3500,3200,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,melanops,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_melanops,,,,,,,,1000,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,monticola,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_monticola,,,,,,,,2200,320,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,multicolor,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_multicolor,,,,,,,,4400,3000,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,multimaculatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_multimaculatus,,,,,,,,50,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,nigromaculatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_nigromaculatus,,,,,,,,250,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,nigroviridis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_nigroviridis,,,,,,,,3370,1550,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,nitidus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_nitidus,,,,,,,,3153,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,olongasta,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_olongasta,,,,,,,,1770,900,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,ornatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_ornatus,,,,,,,,4800,2000,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,petrophilus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_petrophilus,,,,,,,,1400,350,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,pictus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_pictus,,,,,,,,1600,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,platei,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_platei,,,,,,,,1050,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,poecilochromus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_poecilochromus,,,,,,,,4500,3600,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,pseudoanomalus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_pseudoanomalus,,,,,,,,1500,1500,IUCN,NA,terrestrial,"Endemic northwest Argentian province, recorded at 1500 only. Used as upper and lower on IUCN."
Ignacio,Sarah,Liolaemus,pseudolemniscatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_pseudolemniscatus,,,,,,,,2100,25,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,quilmes,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_quilmes,,,,,,,,2200,1600,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,riojanus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_riojanus,,,,,,,,1200,550,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,robertmertensi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_robertmertensi,,,,,,,,2600,690,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,rothi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_rothi,,,,,,,,1800,700,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,salinicola,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_salinicola,,,,,,,,2000,1500,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,scapularis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_scapularis,,,,,,,,2400,1600,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,schroederi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_schroederi,,,,,,,,2590,500,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,telsen,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_telsen,,,,,,,,1425,900,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,tenuis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_tenuis,,,,,,,,1800,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,vallecurensis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_vallecurensis,,,,,,,,4100,3600,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,walkeri,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_walkeri,,,,,,,,4211,3963,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Liolaemus,xanthoviridis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Liolaemus_xanthoviridis,,,,,,,,300,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Lophognathus,gilberti,Agamidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Lophognathus_gilberti,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Masticophis,anthonyi,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Masticophis_anthonyi,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Masticophis,lateralis,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Masticophis_lateralis,,,,,,,,2200,0,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Meroles,suborbitalis,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Meroles_suborbitalis,,,,,,,,1500,10,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Moloch,horridus,Agamidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Moloch_horridus,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Morethia,butleri,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Morethia_butleri,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Morethia,lineoocellata,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Morethia_lineoocellata,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Morethia,obscura,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Morethia_obscura,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Morethia,taeniopleura,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Morethia_taeniopleura,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Nannoscincus,maccoyi,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Nannoscincus_maccoyi,,,,,,,,,,,NA,terrestrial,Synonym Anepischetosia maccoyi
Adam A,Sarah,Niveoscincus,coventryi,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Carinascincus_coventryi,,,,,,,,1500,600,IUCN,NA,terrestrial,Updated from Niveoscincus coventryi (IUCN)
Adam A,Sarah,Niveoscincus,metallicus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Carinascincus_metallicus,,,,,,,,,,,NA,terrestrial,Updated from Niveoscincus coventryi (IUCN)
Adam A,Sarah,Niveoscincus,ocellatus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Carinascincus_ocellatus,,,,,,,,,,,NA,terrestrial,Updated from Niveoscincus coventryi (IUCN)
Miguel R.,Sarah,Notechis,scutatus,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Notechis_scutatus,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Pedioplanis,lineoocellata,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pedioplanis_lineoocellata,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Petrosaurus,mearnsi,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Petrosaurus_mearnsi,,,,,,,,1200,0,NatureServe Explorer,NA,terrestrial,NA
Ignacio,Sarah,Phrynosoma,cornutum,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phrynosoma_cornutum,,,,,,,,1330,106,Animal Diversity,NA,terrestrial,NA
Ignacio,Sarah,Phrynosoma,coronatum,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phrynosoma_coronatum,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Phrynosoma,platyrhinos,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phrynosoma_platyrhinos,,,,,,,,1980,-80,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Phyllorhynchus,decurtatus,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phyllorhynchus_decurtatus,,,,,,,,1220,0,NatureServe Explorer,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,antofagastensis,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_antofagastensis,,,,,,,,4500,3700,IUCN,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,dorsimaculatus,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_dorsimaculatus,,,,,,,,2100,1800,IUCN,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,indistinctus,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_indistinctus,,,,,,,,550,500,IUCN,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,palluma,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_palluma,,,,,,,,2200,1300,IUCN,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,somuncurensis,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_somuncurensis,,,,,,,,1200,1000,IUCN,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,tenebrosus,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_tenebrosus,,,,,,,,1100,900,IUCN,NA,terrestrial,NA
Adam A,Sarah,Phymaturus,zapalensis,Liolaemidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Phymaturus_zapalensis,,,,,,,,1350,1100,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Pituophis,catenifer,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pituophis_catenifer,,,,,,,,2743,2743,Snake Database,NA,terrestrial,NA
Ignacio,Sarah,Platysaurus,intermedius,Cordylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Platysaurus_intermedius,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Plestiodon,chinensis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Plestiodon_chinensis,,,,,,,,1030,10,IUCN,NA,terrestrial,NA
Adam A,Sarah,Plestiodon,elegans,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Plestiodon_elegans,,,,,,,,2500,10,IUCN,NA,terrestrial,NA
Adam A,Sarah,Plestiodon,gilberti,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Plestiodon_gilberti,,,,,,,,2200,0,NatureServe Explorer,NA,terrestrial,NA
Adam A,Sarah,Plestiodon,obsoletus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Plestiodon_obsoletus,,,,,,,,2650,0,NatureServe Explorer,NA,terrestrial,synonym Eumeces obsoletus
Adam A,Sarah,Plestiodon,skiltonianus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Plestiodon_skiltonianus,,,,,,,,2530,0,NatureServe Explorer,NA,terrestrial,NA
Miguel R.,Sarah,Podarcis,bocagei,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Podarcis_bocagei,,,,,,,,1900,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Podarcis,lilfordi,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Podarcis_lilfordi,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Podarcis,muralis,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Podarcis_muralis,,,,,,,,2500,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Podarcis,tiliguerta,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Podarcis_tiliguerta,,,,,,,,1800,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Protobothrops,mucrosquamatus,Viperidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Protobothrops_mucrosquamatus,,,,,,,,2000,NA,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Psammodromus,algirus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Psammodromus_algirus,,,,,,,,2600,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Psammodromus,hispanicus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Psammodromus_hispanicus,,,,,,,,1700,NA,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Pseudechis,porphyriacus,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pseudechis_porphyriacus,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Pseudemoia,entrecasteauxii,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pseudemoia_entrecasteauxii,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Pseudemoia,spenceri,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pseudemoia_spenceri,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Pseudocordylus,melanotus,Cordylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pseudocordylus_melanotus,,,,,,,,3200,1100,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Pseudonaja,nuchalis,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pseudonaja_nuchalis,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Pseudonaja,textilis,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Pseudonaja_textilis,,,,,,,,50,0,IUCN,NA,terrestrial,NA
Adam A,Sarah,Ptenopus,garrulus,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Ptenopus_garrulus,,,,,,,,1500,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Rankinia,diemensis,Agamidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Rankinia_diemensis,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Rhinocheilus,lecontei,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Rhinocheilus_lecontei,,,,,,,,1676,0,IUCN,NA,terrestrial,NA
Adam A,Sarah,Saiphos,equalis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Saiphos_equalis,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Saproscincus,basiliscus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Saproscincus_basiliscus,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,graciosus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_graciosus,,,,,,,,3200,150,NatureServe Explorer,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,grammicus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_grammicus,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,magister,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_magister,,,,,,,,1520,0,NatureServe Explorer,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,malachiticus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_malachiticus,,,,,,,,3800,146,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,merriami,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_merriami,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,occidentalis,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_occidentalis,,,,,,,,3353,0,NatureServe Explorer,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,undulatus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_undulatus,,,,,,,,,,,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,variabilis,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_variabilis,,,,,,,,2500,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sceloporus,woodi,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sceloporus_woodi,,,,,,,,,,,NA,terrestrial,NA
Adam A,Sarah,Scelotes,gronovii,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Scelotes_gronovii,,,,,,,,100,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sphaerodactylus,gaigeae,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylus_gaigeae,,,,,,,,450,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sphaerodactylus,klauberi,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylus_klauberi,,,,,,,,1220,50,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sphaerodactylus,macrolepis,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylus_macrolepis,,,,,,,,850,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sphaerodactylus,nicholsi,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylus_nicholsi,,,,,,,,450,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sphaerodactylus,roosevelti,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylus_roosevelti,,,,,,,,100,0,IUCN,NA,terrestrial,NA
Ignacio,Sarah,Sphaerodactylus,townsendi,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylus_townsendi,,,,,,,,200,0,IUCN,NA,terrestrial,NA
Adam A,Sarah,Sphenomorphus,incognitus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphenomorphus_incognitus,,,,,,,,2000,200,IUCN,NA,terrestrial,NA
Adam A,Sarah,Sphenomorphus,indicus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Sphenomorphus_indicus,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Storeria,occipitomaculata,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Storeria_occipitomaculata,,,,,,,,1700,0,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Takydromus,formosanus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Takydromus_formosanus,,,,,,,,1500,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Takydromus,hsuehshanensis,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Takydromus_hsuehshanensis,,,,,,,,3000,1800,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Takydromus,septentrionalis,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Takydromus_septentrionalis,,,,,,,,1700,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Takydromus,sexlineatus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Takydromus_sexlineatus,,,,,,,,,,,NA,terrestrial,NA
Miguel R.,Sarah,Takydromus,stejnegeri,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Takydromus_stejnegeri,,,,,,,,1000,0,IUCN,NA,terrestrial,NA
Adam A,Sarah,Tarentola,boettgeri,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Tarentola_boettgeri,,,,,,,,1000,NA,IUCN,NA,terrestrial,NA
Adam A,Sarah,Teratoscincus,przewalskii,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Teratoscincus_przewalskii,,,,,,,,2000,500,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,butleri,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_butleri,,,,,,,,500,0,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,elegans,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_elegans,,,,,,,,3200,0,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,marcianus,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_marcianus,,,,,,,,2200,0,IUCN,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,melanogaster,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_melanogaster,,,,,,,,2550,1150,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,ordinoides,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_ordinoides,,,,,,,,1400,0,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,radix,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_radix,,,,,,,,2000,0,Snake Database,NA,terrestrial,NA
Miguel R.,Sarah,Thamnophis,sirtalis,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,Thamnophis_sirtalis,,,,,,,,2500,0,Snake Database,NA,terrestrial,NA
