"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","limit_type","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Liolaemus_curis_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,9.41858959197998,11.7067537307739,11.7,"tmin",NA,NA,NA,NA,0,2.28816413879392,NA,0,"Liolaemus curis","IUCN",158,-34.8910381065
"Liolaemus_cyanogaster_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,-1.19895815849304,12.2612009048462,12.25,"tmin",NA,NA,NA,NA,0,13.4601590633392,NA,0,"Liolaemus cyanogaster","IUCN",118470,-40.2647470305
"Liolaemus_cyanogaster_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,-1.19895815849304,12.2612009048462,12.25,"tmin",NA,NA,NA,NA,0,13.4601590633392,NA,0,"Liolaemus cyanogaster","GBIF",140132,-38.4638319381197
"Liolaemus_fabiani_IUCN","Te_tpref","none","Terrestrial",NA,NA,NA,-8.95293521881104,8.12255001068115,7.9,"tmin",NA,NA,NA,NA,0,17.0754852294922,NA,0,"Liolaemus fabiani","IUCN",5176,-23.3893767279999
"Liolaemus_fitzgeraldi_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,11.7227516174316,10.0400667190552,10.04,"tmin",NA,NA,NA,NA,-1.6826848983764,0,0,-1.6827516174316,"Liolaemus fitzgeraldi","IUCN",12801,-31.642441901
"Liolaemus_fuscus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0609842948615551,4.09302091598511,3.99,"tmin",NA,NA,NA,NA,0,4.03203662112355,NA,0,"Liolaemus fuscus","IUCN",103661,-32.6685339315
"Liolaemus_jamesi_IUCN","Te_tpref","none","Terrestrial",NA,NA,NA,-9.19710922241211,8.11197280883789,8.08,"tmin",NA,NA,NA,NA,0,17.30908203125,NA,0,"Liolaemus jamesi","IUCN",22775,-19.5437661894999
"Liolaemus_lemniscatus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,-0.139514997601509,5.98291826248169,5.95,"tmin",NA,NA,NA,NA,0,6.1224332600832,NA,0,"Liolaemus lemniscatus","IUCN",144083,-36.309657697
"Liolaemus_leopardinus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,10.5046577453613,2.68498778343201,2.63,"tmin",NA,NA,NA,NA,-7.81966996192929,0,0,-7.8746577453613,"Liolaemus leopardinus","IUCN",1315,-33.158935667
"Liolaemus_lorenzmuelleri_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,11.1442136764526,10.3926343917847,10.13,"tmin",NA,NA,NA,NA,-0.7515792846679,0,0,-1.0142136764526,"Liolaemus lorenzmuelleri","IUCN",1450,-29.7360474355
"Liolaemus_monticola_GARD","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0515899248421192,4.55054903030396,4.54,"tmin",NA,NA,NA,NA,0,4.49895910546184,NA,0,"Liolaemus monticola","GARD",110804,-35.0157080138041
"Liolaemus_monticola_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0515899248421192,4.55054903030396,4.54,"tmin",NA,NA,NA,NA,0,4.49895910546184,NA,0,"Liolaemus monticola","GBIF",89957,-35.2837832296508
"Liolaemus_nigromaculatus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,-2.55893921852112,8.43785190582275,8.4,"tmin",NA,NA,NA,NA,0,10.9967911243439,NA,0,"Liolaemus nigromaculatus","IUCN",37657,-26.929901517
"Liolaemus_nigroviridis_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,7.88220977783203,3.43086814880371,3.3,"tmin",NA,NA,NA,NA,-4.45134162902832,0,0,-4.58220977783203,"Liolaemus nigroviridis","GBIF",18208,-32.9315402911668
"Liolaemus_nigroviridis_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,7.88220977783203,3.43086814880371,3.3,"tmin",NA,NA,NA,NA,-4.45134162902832,0,0,-4.58220977783203,"Liolaemus nigroviridis","IUCN",12592,-33.5285061375
"Liolaemus_nitidus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0405364744365215,3.65936017036438,3.6,"tmin",NA,NA,NA,NA,0,3.61882369592786,NA,0,"Liolaemus nitidus","IUCN",108591,-32.5350462255
"Liolaemus_ornatus_IUCN","Te_tpref","none","Terrestrial",NA,NA,NA,-6.24653339385986,6.94353866577148,6.91,"tmin",NA,NA,NA,NA,0,13.1900720596313,NA,0,"Liolaemus ornatus","IUCN",142781,-19.845142408
"Liolaemus_pictus_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,-1.22248363494873,8.55411052703857,8.47,"tmin",NA,NA,NA,NA,0,9.7765941619873,NA,0,"Liolaemus pictus","GBIF",743131,-41.1260272583111
"Liolaemus_pictus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,-1.22248363494873,8.55411052703857,8.47,"tmin",NA,NA,NA,NA,0,9.7765941619873,NA,0,"Liolaemus pictus","IUCN",139194,-40.164845932
"Liolaemus_platei_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,-2.53088641166687,12.0408973693848,11.98,"tmin",NA,NA,NA,NA,0,14.5717837810517,NA,0,"Liolaemus platei","IUCN",38840,-28.3945995045
"Liolaemus_pseudolemniscatus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,10.2975120544434,11.0898065567017,11.08,"tmin",NA,NA,NA,NA,0,0.792294502258299,NA,0,"Liolaemus pseudolemniscatus","IUCN",19470,-31.672898775
"Liolaemus_pseudolemniscatus_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,10.2975120544434,11.0898065567017,11.08,"tmin",NA,NA,NA,NA,0,0.792294502258299,NA,0,"Liolaemus pseudolemniscatus","GBIF",19870,-31.0539119891089
"Liolaemus_schroederi_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0488998033106327,5.41931581497192,5.4,"tmin",NA,NA,NA,NA,0,5.37041601166129,NA,0,"Liolaemus schroederi","IUCN",72812,-35.614524686
"Liolaemus_schroederi_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0488998033106327,5.41931581497192,5.4,"tmin",NA,NA,NA,NA,0,5.37041601166129,NA,0,"Liolaemus schroederi","GBIF",122399,-36.2363215813695
"Liolaemus_tenuis_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0525993779301643,4.18169212341309,4.16,"tmin",NA,NA,NA,NA,0,4.12909274548293,NA,0,"Liolaemus tenuis","IUCN",131623,-35.838528493
"Liolaemus_tenuis_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,0.0525993779301643,4.18169212341309,4.16,"tmin",NA,NA,NA,NA,0,4.12909274548293,NA,0,"Liolaemus tenuis","GBIF",185937,-36.3701949670221
"Liolaemus_vallecurensis_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,14.8022289276123,8.37697792053223,8.2,"tmin",NA,NA,NA,NA,-6.42525100708007,0,0,-6.6022289276123,"Liolaemus vallecurensis","IUCN",13,-29.7164989455
"Liolaemus_walkeri_IUCN","Te_tpref","none","Terrestrial",NA,NA,NA,12.3135871887207,12.9302988052368,12.9,"tmin",NA,NA,NA,NA,0,0.616711616516101,NA,0,"Liolaemus walkeri","IUCN",7058,-11.4507953265
"Oligosoma_maccanni_GARD","Te_tpref","none","Terrestrial",NA,NA,NA,-10.8288297653198,3.32354640960693,3.3,"tmin",NA,NA,NA,NA,0,14.1523761749267,NA,0,"Oligosoma maccanni","GARD",29699,-44.7344856410994
"Pseudocordylus_melanotus_GBIF","Te_tpref","cold","Terrestrial",NA,NA,NA,7.36952257156372,10.2630243301392,10.2,"tmin",NA,NA,NA,NA,0,2.89350175857548,NA,0,"Pseudocordylus melanotus","GBIF",246837,-28.2059046577969
"Pseudocordylus_melanotus_IUCN","Te_tpref","cold","Terrestrial",NA,NA,NA,7.36952257156372,10.2630243301392,10.2,"tmin",NA,NA,NA,NA,0,2.89350175857548,NA,0,"Pseudocordylus melanotus","IUCN",222703,-28.4600679174999
"Agkistrodon_contortrix_IUCN","Te_tpreftb","cold","Terrestrial",38.2879829406738,40.2330284118652,40.6,-9.90467166900635,6.94687795639038,6.9,"tmax, tmin",-1.9450454711914,0,0,2.3120170593262,0,16.8515496253967,31.3879829406738,0,"Agkistrodon contortrix","IUCN",2316042,35.4443343135
"Ameiva_festiva_GBIF","Te_tpreftb","none","Terrestrial",43.7799186706543,39.0124092102051,43.7,2.28132438659668,15.5084171295166,15.5,"tmax, tmin",0,4.7675094604492,0.079918670654294,0,0,13.2270927429199,28.2799186706543,0,"Ameiva festiva","GBIF",715062,11.3049943135829
"Amphibolurus_muricatus_GBIF","Te_tpreftb","cold","Terrestrial",36.3265495300293,41.4238090515137,42.3,-6.0529465675354,3.4874222278595,3,"tmax, tmin",-5.0972595214844,0,0,5.9734504699707,0,9.5403687953949,33.3265495300293,0,"Amphibolurus muricatus","GBIF",962669,-32.9493709353914
"Amphibolurus_muricatus_IUCN","Te_tpreftb","cold","Terrestrial",36,41.4238090515137,42.3,-6.0529465675354,3.4874222278595,3,"tmax, tmin",-5.4238090515137,0,0,6.3,0,9.5403687953949,33,0,"Amphibolurus muricatus","IUCN",595237,-29.2588498495
"Anolis_barbouri_GBIF","Te_tpreftb","none","Terrestrial",35.8194198608398,34.892951965332,34.9,14.1673831939697,11.8111886978149,11.7,"tmax, tmin",0,0.926467895507798,0.919419860839803,0,-2.3561944961548,0,0,-2.4673831939697,"Anolis barbouri","GBIF",10127,18.374260864788
"Anolis_barbouri_GARD","Te_tpreftb","none","Terrestrial",42.0235710144043,34.892951965332,34.9,14.1673831939697,11.8111886978149,11.7,"tmax, tmin",0,7.13061904907229,7.1235710144043,0,-2.3561944961548,0,0,-2.4673831939697,"Anolis barbouri","GARD",12038,18.525
"Anolis_carolinensis_IUCN","Te_tpreftb","none","Terrestrial",38.1461639404297,41.0109558105469,41.7,-5.38663005828857,4.71332168579102,4.7,"tmax, tmin",-2.8647918701172,0,0,3.5538360595703,0,10.0999517440796,33.4461639404297,0,"Anolis carolinensis","IUCN",1182018,27.2041163755001
"Anolis_cupreus_GARD","Te_tpreftb","none","Terrestrial",42.9213218688965,38.2566680908203,38.4,13.6950092315674,11.8081607818604,11.8,"tmax, tmin",0,4.6646537780762,4.5213218688965,0,-1.886848449707,0,0,-1.8950092315674,"Anolis cupreus","GARD",119269,12.6334208137196
"Anolis_cupreus_GBIF","Te_tpreftb","none","Terrestrial",43.7610130310059,38.2566680908203,38.4,10.4028167724609,11.8081607818604,11.8,"tmax, tmin",0,5.5043449401856,5.3610130310059,0,0,1.4053440093995,31.9610130310059,0,"Anolis cupreus","GBIF",449052,13.1360424761767
"Anolis_humilis_GARD","Te_tpreftb","none","Terrestrial",36.4799957275391,35.5650482177734,35.6,18.1011581420898,12.637414932251,12.4,"tmax, tmin",0,0.914947509765696,0.879995727539097,0,-5.4637432098388,0,0,-5.7011581420898,"Anolis humilis","GARD",65157,8.87777278201004
"Anolis_humilis_GBIF","Te_tpreftb","none","Terrestrial",35.6348686218262,35.5650482177734,35.6,18.4946022033691,12.637414932251,12.4,"tmax, tmin",0,0.0698204040527983,0.0348686218261989,0,-5.8571872711181,0,0,-6.0946022033691,"Anolis humilis","GBIF",58560,9.73818284477619
"Anolis_intermedius_GARD","Te_tpreftb","none","Terrestrial",35.6335678100586,38.2570648193359,38.4,18.4802570343018,11.8127574920654,11.1,"tmax, tmin",-2.6234970092773,0,0,2.7664321899414,-6.6674995422364,0,0,-7.3802570343018,"Anolis intermedius","GARD",4835,10.3250985260093
"Anolis_lemurinus_GARD","Te_tpreftb","none","Terrestrial",43.7644844055176,37.2842063903809,37.3,9.1894702911377,12.9027662277222,12.9,"tmax, tmin",0,6.4802780151367,6.4644844055176,0,0,3.7132959365845,30.8644844055176,0,"Anolis lemurinus","GARD",477488,13.6113918075859
"Anolis_limifrons_GARD","Te_tpreftb","none","Terrestrial",42.9198112487793,36.7743453979492,36.8,13.7024431228638,12.309362411499,12.3,"tmax, tmin",0,6.1454658508301,6.1198112487793,0,-1.3930807113648,0,0,-1.4024431228638,"Anolis limifrons","GARD",211406,11.5941038133903
"Anolis_limifrons_GBIF","Te_tpreftb","none","Terrestrial",43.7597389221191,36.7743453979492,36.8,9.18906593322754,12.309362411499,12.3,"tmax, tmin",0,6.9853935241699,6.9597389221191,0,0,3.12029647827146,31.4597389221191,0,"Anolis limifrons","GBIF",742107,14.403709873593
"Anolis_lionotus_IUCN","Te_tpreftb","none","Terrestrial",36.4766006469727,36.6331443786621,36.7,18.0697746276855,14.878589630127,14.7,"tmax, tmin",-0.156543731689403,0,0,0.223399353027304,-3.1911849975585,0,0,-3.3697746276855,"Anolis lionotus","IUCN",25674,8.36645942300004
"Anolis_tropidolepis_GARD","Te_tpreftb","none","Terrestrial",35.6329612731934,33.0052795410156,33.1,18.4735946655273,9.77133083343506,9.5,"tmax, tmin",0,2.62768173217781,2.5329612731934,0,-8.70226383209224,0,0,-8.9735946655273,"Anolis tropidolepis","GARD",6104,10.1904175014915
"Anolis_tropidolepis_GBIF","Te_tpreftb","none","Terrestrial",35.6329612731934,33.0052795410156,33.1,18.4735946655273,9.77133083343506,9.5,"tmax, tmin",0,2.62768173217781,2.5329612731934,0,-8.70226383209224,0,0,-8.9735946655273,"Anolis tropidolepis","GBIF",14299,10.109196849811
"Austrelaps_superbus_GBIF","Te_tpreftb","cold","Terrestrial",34.8584251403809,41.0693092346191,41.2,-2.64182376861572,3.56540298461914,3,"tmax, tmin",-6.2108840942382,0,0,6.3415748596191,0,6.20722675323486,31.8584251403809,0,"Austrelaps superbus","GBIF",557010,-38.2434856806662
"Austrelaps_superbus_IUCN","Te_tpreftb","cold","Terrestrial",32.8,41.0693092346191,41.2,2.01689410209656,3.56540298461914,3,"tmax, tmin",-8.2693092346191,0,0,8.40000000000001,0,1.54850888252258,29.8,0,"Austrelaps superbus","IUCN",206108,-39.633471389
"Bassiana_duperreyi_GARD","Te_tpreftb","cold","Terrestrial",34.5886535644531,41.3928337097168,43.5,-2.64493441581726,3.56168937683105,3,"tmax, tmin",-6.8041801452637,0,0,8.9113464355469,0,6.20662379264831,31.5886535644531,0,"Bassiana duperreyi","GARD",337965,-38.709453526715
"Bassiana_duperreyi_GBIF","Te_tpreftb","cold","Terrestrial",35.9603385925293,41.3928337097168,43.5,-4.02724933624268,3.56168937683105,3,"tmax, tmin",-5.4324951171875,0,0,7.5396614074707,0,7.58893871307373,32.9603385925293,0,"Bassiana duperreyi","GBIF",897544,-36.4667226187228
"Chamaeleo_dilepis_IUCN","Te_tpreftb","cold","Terrestrial",40.2454261779785,43.5971984863281,43.6,-5.24560785293579,7.62946796417236,7.6,"tmax, tmin",-3.3517723083496,0,0,3.3545738220215,0,12.8750758171082,32.6454261779785,0,"Chamaeleo dilepis","IUCN",11046310,-10.7012248919999
"Chamaeleo_jacksonii_GBIF","Te_tpreftb","cold","Terrestrial",37.4325065612793,40.9304733276367,41,9.03614521026611,5.42848443984985,5.3,"tmax, tmin",-3.4979667663574,0,0,3.5674934387207,-3.60766077041626,0,0,-3.73614521026611,"Chamaeleo jacksonii","GBIF",279437,-1.40502075269033
"Clubiona_trivialis_GBIF","Te_tpreftb","none","Terrestrial",37.7692413330078,42.0235786437988,42.1,-29.9875450134277,-7.3964056968689,-7.4,"tmax, tmin",-4.254337310791,0,0,4.3307586669922,0,22.5911393165588,45.1692413330078,0,"Clubiona trivialis","GBIF",10420135,54.5491274584246
"Coleonyx_brevis_IUCN","Te_tpreftb","none","Terrestrial",40.2638282775879,39.6407699584961,41.6,-7.62917757034302,8.68559646606445,8.5,"tmax, tmin",0,0.623058319091797,0,1.3361717224121,0,16.3147740364075,31.7638282775879,0,"Coleonyx brevis","IUCN",569266,29.1094483615001
"Coleonyx_variegatus_IUCN","Te_tpreftb","cold","Terrestrial",43.4175224304199,42.5585517883301,43,-4.40836238861084,7.60380601882935,7.6,"tmax, tmin",0,0.858970642089801,0.417522430419901,0,0,12.0121684074402,35.8175224304199,0,"Coleonyx variegatus","IUCN",580023,30.3067657375
"Cophosaurus_texanus_IUCN","Te_tpreftb","cold","Terrestrial",40.2639656066895,39.640552520752,44.4,-2.71535420417786,15.4360265731812,15.4,"tmax, tmin",0,0.6234130859375,0,4.1360343933105,0,18.1513807773591,24.8639656066895,0,"Cophosaurus texanus","IUCN",1137047,29.1468355615
"Cordylus_cordylus_IUCN","Te_tpreftb","none","Terrestrial",36.8711204528809,41.5972785949707,41.6,-1.19062328338623,7.5154767036438,7.5,"tmax, tmin",-4.7261581420898,0,0,4.7288795471191,0,8.70609998703003,29.3711204528809,0,"Cordylus cordylus","IUCN",234620,-32.207730151
"Cordylus_niger_IUCN","Te_tpreftb","none","Terrestrial",32.6,40.9910659790039,41,2.96410393714905,7.44278764724731,7.4,"tmax, tmin",-8.3910659790039,0,0,8.4,0,4.47868371009826,25.2,0,"Cordylus niger","IUCN",503,-33.6500683035
"Cordylus_niger_GBIF","Te_tpreftb","none","Terrestrial",32.6,40.9910659790039,41,2.96410393714905,7.44278764724731,7.4,"tmax, tmin",-8.3910659790039,0,0,8.4,0,4.47868371009826,25.2,0,"Cordylus niger","GBIF",615,-33.6658816861293
"Cordylus_oelofseni_IUCN","Te_tpreftb","none","Terrestrial",34.086498260498,40.7964820861816,40.8,1.67607772350311,6.30002784729004,6.3,"tmax, tmin",-6.7099838256836,0,0,6.713501739502,0,4.62395012378693,27.786498260498,0,"Cordylus oelofseni","IUCN",3873,-33.251806207
"Ctenophorus_decresii_GBIF","Te_tpreftb","cold","Terrestrial",37.9782867431641,41.3949165344238,43.8,7.57572650909424,7.0113639831543,7,"tmax, tmin",-3.4166297912597,0,0,5.8217132568359,-0.56436252593994,0,0,-0.57572650909424,"Ctenophorus decresii","GBIF",185789,-32.9776430351784
"Ctenophorus_decresii_IUCN","Te_tpreftb","cold","Terrestrial",37.1084480285645,41.3949165344238,43.8,7.57572650909424,7.0113639831543,7,"tmax, tmin",-4.2864685058593,0,0,6.69155197143549,-0.56436252593994,0,0,-0.57572650909424,"Ctenophorus decresii","IUCN",112467,-33.0624224695
"Ctenotus_regius_IUCN","Te_tpreftb","none","Terrestrial",40.5111351013184,41.3911590576172,45.1,0.113600142300129,8.70533847808838,8.7,"tmax, tmin",-0.8800239562988,0,0,4.5888648986816,0,8.59173833578825,31.8111351013184,0,"Ctenotus regius","IUCN",1712767,-29.2979374344999
"Ctenotus_regius_GBIF","Te_tpreftb","none","Terrestrial",40.5111351013184,41.3911590576172,45.1,-0.0547202751040459,8.70533847808838,8.7,"tmax, tmin",-0.8800239562988,0,0,4.5888648986816,0,8.76005875319243,31.8111351013184,0,"Ctenotus regius","GBIF",1896835,-28.9478066393496
"Ctenotus_taeniolatus_IUCN","Te_tpreftb","none","Terrestrial",36.6249084472656,41.2448577880859,44.7,-11.6350564956665,11.4806156158447,11.4,"tmax, tmin",-4.61994934082031,0,0,8.07509155273441,0,23.1156721115112,25.2249084472656,0,"Ctenotus taeniolatus","IUCN",1154602,-26.6773791914999
"Ctenotus_taeniolatus_GBIF","Te_tpreftb","none","Terrestrial",37.5502510070801,41.2448577880859,44.7,-11.6350564956665,11.4806156158447,11.4,"tmax, tmin",-3.6946067810058,0,0,7.1497489929199,0,23.1156721115112,26.1502510070801,0,"Ctenotus taeniolatus","GBIF",1663936,-27.15907098229
"Ctenotus_uber_IUCN","Te_tpreftb","none","Terrestrial",41.3932762145996,41.3932762145996,45.5,3.43334221839905,9.11886024475098,9.1,"tmax, tmin",0,0,0,4.1067237854004,0,5.68551802635193,32.2932762145996,0,"Ctenotus uber","IUCN",1060968,-26.1676794195
"Ctenotus_uber_GBIF","Te_tpreftb","none","Terrestrial",41.3932762145996,41.3932762145996,45.5,-8.37974166870117,9.11886024475098,9.1,"tmax, tmin",0,0,0,4.1067237854004,0,17.4986019134521,32.2932762145996,0,"Ctenotus uber","GBIF",4315705,-28.4349359637454
"Dipsosaurus_dorsalis_IUCN","Te_tpreftb","cold","Terrestrial",43.4218902587891,42.0749206542969,47.5,-4.42285203933716,14.0087957382202,14,"tmax, tmin",0,1.34696960449219,0,4.0781097412109,0,18.4316477775574,29.4218902587891,0,"Dipsosaurus dorsalis","IUCN",474839,30.5609401835
"Egernia_cunninghami_GBIF","Te_tpreftb","cold","Terrestrial",37.3155975341797,41.409782409668,41.9,-6.02820110321045,4.76418542861938,4.7,"tmax, tmin",-4.0941848754883,0,0,4.5844024658203,0,10.7923865318298,32.6155975341797,0,"Egernia cunninghami","GBIF",1181913,-32.308779401323
"Egernia_cunninghami_IUCN","Te_tpreftb","cold","Terrestrial",35.5606269836426,41.409782409668,41.9,-6.02820110321045,4.76418542861938,4.7,"tmax, tmin",-5.8491554260254,0,0,6.3393730163574,0,10.7923865318298,30.8606269836426,0,"Egernia cunninghami","IUCN",288991,-31.3164588369999
"Egernia_saxatilis_IUCN","Te_tpreftb","cold","Terrestrial",34.5345039367676,41.4014854431152,41.8,-2.66048622131348,4.51185512542725,4.5,"tmax, tmin",-6.8669815063476,0,0,7.2654960632324,0,7.17234134674073,30.0345039367676,0,"Egernia saxatilis","IUCN",191753,-34.8817618195
"Egernia_saxatilis_GBIF","Te_tpreftb","cold","Terrestrial",35.556396484375,41.4014854431152,41.8,-6.012619972229,4.51185512542725,4.5,"tmax, tmin",-5.8450889587402,0,0,6.243603515625,0,10.5244750976562,31.056396484375,0,"Egernia saxatilis","GBIF",593613,-33.4596981412861
"Egernia_striolata_GBIF","Te_tpreftb","cold","Terrestrial",40.2709770202637,41.3995399475098,44.2,-6.00886011123657,6.12992715835571,6.1,"tmax, tmin",-1.1285629272461,0,0,3.9290229797363,0,12.1387872695923,34.1709770202637,0,"Egernia striolata","GBIF",2727822,-27.9509371417412
"Egernia_striolata_IUCN","Te_tpreftb","cold","Terrestrial",37.7558097839355,41.3995399475098,44.2,-6.00886011123657,6.12992715835571,6.1,"tmax, tmin",-3.6437301635743,0,0,6.44419021606451,0,12.1387872695923,31.6558097839355,0,"Egernia striolata","IUCN",1830012,-27.2808403529999
"Eleutherodactylus_coqui_IUCN","Te_tpreftb","cold","Terrestrial",33.0584754943848,37.1329689025879,37.2,14.4540224075317,7.53654146194458,7.5,"tmax, tmin",-4.0744934082031,0,0,4.1415245056152,-6.91748094558712,0,0,-6.9540224075317,"Eleutherodactylus coqui","IUCN",12364,21.954099141
"Elgaria_multicarinata_IUCN","Te_tpreftb","cold","Terrestrial",43.422721862793,41.1838302612305,41.4,-5.89802646636963,2.21907687187195,2.2,"tmax, tmin",0,2.2388916015625,2.022721862793,0,0,8.11710333824158,41.222721862793,0,"Elgaria multicarinata","IUCN",332751,38.615441149
"Eremias_argus_IUCN","Te_tpreftb","cold","Terrestrial",35.63,44.1669082641602,44.9,-16.9964847564697,1.00090265274048,1,"tmax, tmin",-8.5369082641602,0,0,9.27,0,17.9973874092102,34.63,0,"Eremias argus","IUCN",4172221,41.4884031755001
"Eremias_brenchleyi_IUCN","Te_tpreftb","cold","Terrestrial",35.3002471923828,43.476432800293,43.6,-2.33825898170471,3.40441274642944,3.4,"tmax, tmin",-8.1761856079102,0,0,8.2997528076172,0,5.74267172813415,31.9002471923828,0,"Eremias brenchleyi","IUCN",927318,35.5924158100001
"Eremias_multiocellata_GBIF","Te_tpreftb","cold","Terrestrial",38.6736221313477,41.0880088806152,41.1,-17.0018119812012,9.02159023284912,9,"tmax, tmin",-2.4143867492675,0,0,2.4263778686523,0,26.0234022140503,29.6736221313477,0,"Eremias multiocellata","GBIF",3628178,42.2027268315594
"Eremias_multiocellata_IUCN","Te_tpreftb","cold","Terrestrial",35.19,40.2300338745117,41.1,-16.1739120483398,9.04916763305664,9,"tmax, tmin",-5.0400338745117,0,0,5.91,0,25.2230796813964,26.19,0,"Eremias multiocellata","IUCN",907461,47.168057483
"Eremiascincus_fasciolatus_IUCN","Te_tpreftb","none","Terrestrial",36.3779640197754,41.0729560852051,41.2,-11.4707221984863,9.046706199646,9,"tmax, tmin",-4.6949920654297,0,0,4.8220359802246,0,20.5174283981323,27.3779640197754,0,"Eremiascincus fasciolatus","IUCN",434768,-23.202842195
"Eremiascincus_fasciolatus_GBIF","Te_tpreftb","none","Terrestrial",41.3963737487793,41.0729560852051,41.2,-11.6399517059326,9.046706199646,9,"tmax, tmin",0,0.323417663574197,0.196373748779294,0,0,20.6866579055786,32.3963737487793,0,"Eremiascincus fasciolatus","GBIF",6010004,-24.5922414491592
"Eremiascincus_richardsoni_GBIF","Te_tpreftb","none","Terrestrial",41.4005546569824,41.4005546569824,42,-11.6455783843994,7.31765985488892,7.3,"tmax, tmin",0,0,0,0.5994453430176,0,18.9632382392883,34.1005546569824,0,"Eremiascincus richardsoni","GBIF",6214056,-25.3522748898709
"Eulamprus_heatwolei_IUCN","Te_tpreftb","cold","Terrestrial",35.5539360046387,39.4865264892578,39.5,-4.03575658798218,5.42858695983887,5.3,"tmax, tmin",-3.9325904846191,0,0,3.9460639953613,0,9.46434354782105,30.2539360046387,0,"Eulamprus heatwolei","IUCN",159610,-34.2702558534999
"Eulamprus_kosciuskoi_IUCN","Te_tpreftb","cold","Terrestrial",35.5524864196777,40.1861114501953,40.2,-5.9977445602417,2.50903463363647,2.5,"tmax, tmin",-4.6336250305176,0,0,4.6475135803223,0,8.50677919387817,33.0524864196777,0,"Eulamprus kosciuskoi","IUCN",30782,-32.888888365
"Eulamprus_kosciuskoi_GBIF","Te_tpreftb","cold","Terrestrial",35.5524864196777,40.1861114501953,40.2,-4.02964162826538,2.50903463363647,2.5,"tmax, tmin",-4.6336250305176,0,0,4.6475135803223,0,6.53867626190185,33.0524864196777,0,"Eulamprus kosciuskoi","GBIF",381317,-32.943777927296
"Eulamprus_quoyii_IUCN","Te_tpreftb","cold","Terrestrial",36.3218765258789,39.7878265380859,39.8,-6.01082563400269,6.12717342376709,6,"tmax, tmin",-3.465950012207,0,0,3.4781234741211,0,12.1379990577698,30.3218765258789,0,"Eulamprus quoyii","IUCN",1004307,-27.003083467
"Eulamprus_quoyii_GBIF","Te_tpreftb","cold","Terrestrial",38.7757606506348,39.7878265380859,39.8,-6.01082563400269,6.12717342376709,6,"tmax, tmin",-1.0120658874511,0,0,1.0242393493652,0,12.1379990577698,32.7757606506348,0,"Eulamprus quoyii","GBIF",1994465,-29.4089134883055
"Eulamprus_tympanum_IUCN","Te_tpreftb","cold","Terrestrial",32.3524971008301,38.9654159545898,39,-2.65108585357666,2.50169682502747,2.5,"tmax, tmin",-6.6129188537597,0,0,6.6475028991699,0,5.15278267860413,29.8524971008301,0,"Eulamprus tympanum","IUCN",243224,-35.9448393169999
"Eulamprus_tympanum_GBIF","Te_tpreftb","cold","Terrestrial",37.979419708252,38.9654159545898,39,-4.03464269638062,2.50169682502747,2.5,"tmax, tmin",-0.985996246337798,0,0,1.020580291748,0,6.53633952140809,35.479419708252,0,"Eulamprus tympanum","GBIF",1165330,-33.8886181650911
"Gehyra_variegata_GBIF","Te_tpreftb","none","Terrestrial",41.3906402587891,41.3906402587891,43.8,-11.6319589614868,6.03921699523926,6,"tmax, tmin",0,0,0,2.4093597412109,0,17.6711759567261,35.3906402587891,0,"Gehyra variegata","GBIF",7351200,-23.9886255046315
"Gehyra_variegata_IUCN","Te_tpreftb","none","Terrestrial",41.3906402587891,41.3906402587891,43.8,2.0474054813385,6.03921699523926,6,"tmax, tmin",0,0,0,2.4093597412109,0,3.99181151390076,35.3906402587891,0,"Gehyra variegata","IUCN",1712604,-26.9579412934999
