"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","cold_acc_temp","cold_acc_temp_dormancy"
-172.5,-86.5,-59.3066802116377,-54.4381555009101,-59.3066802116377,-58.720240933547,-54.5176240317291
-172.5,-85.5,-58.9721351219075,-53.5977991785322,-58.9721351219075,-58.3534942403438,-53.6859991041677
-172.5,-84.5,-41.5138235622219,-35.4586127609015,-41.5138235622219,-40.8721177357949,-35.5690967533538
-172.5,-83.5,-41.9787472443921,-35.5204971464617,-41.9787472443921,-41.3268515993882,-35.6752461865677
-172.5,-82.5,-45.1577838220767,-38.2741111108651,-45.1577838220767,-44.4782293727266,-38.4761613631525
-172.5,-81.5,-46.6603686035877,-39.2905219031232,-46.6603686035877,-45.9258047072966,-39.5455602916224
-172.5,-80.5,-47.1679587457063,-39.5217748324986,-47.1679587457063,-46.3804863755603,-39.8155061661715
-172.5,-79.5,-45.9428315809263,-38.2148111236947,-45.9428315809263,-45.1603136078929,-38.0611098918798
-172.5,-78.5,-46.0839085825054,-38.0971190975181,-46.0839085825054,-44.5102809558237,-38.4453917912008
-172.5,-13.5,17.7255745502987,18.4680090342515,17.7255745502987,18.0094795884985,18.6732982015952
-172.5,60.5,-18.3323214774153,-10.870880523324,-18.3323214774153,-16.9491602110213,-11.0973808258373
-172.5,64.5,-23.2082374604685,-12.2712993106672,-23.2082374604685,-22.1167191221314,-12.5480774458905
