"genus_species","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes"
"Liolaemus_boulengeri","Terrestrial","Ignacio","Liolaemus","boulengeri","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.8,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1600,400,"IUCN",NA,"terrestrial",NA
"Liolaemus_canqueli","Terrestrial","Ignacio","Liolaemus","canqueli","Iguanidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1000,500,"IUCN",NA,"terrestrial",NA
"Liolaemus_capillitas","Terrestrial","Ignacio","Liolaemus","capillitas","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.3,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3600,2700,"IUCN",NA,"terrestrial",NA
"Liolaemus_chacoensis","Terrestrial","Ignacio","Liolaemus","chacoensis","Iguanidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,800,250,"IUCN",NA,"terrestrial",NA
"Liolaemus_chiliensis","Terrestrial","Ignacio","Liolaemus","chiliensis","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.5,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2100,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_constanzae","Terrestrial","Ignacio","Liolaemus","constanzae","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.2,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (desert)",NA,"No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3900,1400,"IUCN",NA,"terrestrial",NA
"Liolaemus_curis","Terrestrial","Ignacio","Liolaemus","curis","Iguanidae","Animalia","Chordata","Reptilia","Squamata",8.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",NA,"No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3000,1520,"IUCN",NA,"terrestrial",NA
"Liolaemus_cuyanus","Terrestrial","Ignacio","Liolaemus","cuyanus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",10.2,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1300,250,"IUCN",NA,"terrestrial",NA
"Liolaemus_cyanogaster","Terrestrial","Ignacio","Liolaemus","cyanogaster","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.2,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",NA,"No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,800,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_darwinii","Terrestrial","Ignacio","Liolaemus","darwinii","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3000,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_eleodori","Terrestrial","Ignacio","Liolaemus","eleodori","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.65,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate",NA,"No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3500,3500,"IUCN",NA,"terrestrial","Endemic to a National Park, collected at single elevation. IUCN reports 3500 as lower and upper, but I'm unsure whether representative of true range"
"Liolaemus_elongatus","Terrestrial","Ignacio","Liolaemus","elongatus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.1,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1500,350,"IUCN",NA,"terrestrial",NA
"Liolaemus_fabiani","Terrestrial","Ignacio","Liolaemus","fabiani","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.37,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","activity period marked as ""all""","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3000,2300,"IUCN",NA,"terrestrial",NA
"Liolaemus_fitzgeraldi","Terrestrial","Ignacio","Liolaemus","fitzgeraldi","Iguanidae","Animalia","Chordata","Reptilia","Squamata",5.8,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Aguilar, P. M., Labra, A., & Niemeyer, H. M. (2009). Chemical self-recognition in the lizard Liolaemus fitzgeraldi. Journal of ethology, 27(1), 181-184.","refers to post-hibernation state","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,4500,2700,"IUCN",NA,"terrestrial",NA
"Liolaemus_fitzingerii","Terrestrial","Ignacio","Liolaemus","fitzingerii","Iguanidae","Animalia","Chordata","Reptilia","Squamata",10.8,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1100,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_fuscus","Terrestrial","Ignacio","Liolaemus","fuscus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",4.73,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Medel, R. G. (1992). Costs and benefits of tail loss: assessing economy of autotomy in two lizard species of central Chile. Revista Chilena de Historia Natural, 65, 357-361.","refers to short vs long hibernation periods","No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,1900,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_hellmichi","Terrestrial","Ignacio","Liolaemus","hellmichi","Iguanidae","Animalia","Chordata","Reptilia","Squamata",3.5,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","activity period marked as ""all""","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,1400,1000,"IUCN",NA,"terrestrial",NA
"Liolaemus_irregularis","Terrestrial","Ignacio","Liolaemus","irregularis","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,5000,3060,"IUCN",NA,"terrestrial",NA
"Liolaemus_jamesi","Terrestrial","Ignacio","Liolaemus","jamesi","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","activity period marked as ""all""","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,4700,3300,"IUCN",NA,"terrestrial",NA
"Liolaemus_kingii","Terrestrial","Ignacio","Liolaemus","kingii","Iguanidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1340,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_koslowskyi","Terrestrial","Ignacio","Liolaemus","koslowskyi","Iguanidae","Animalia","Chordata","Reptilia","Squamata",8.2,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2450,800,"IUCN",NA,"terrestrial",NA
"Liolaemus_kriegi","Terrestrial","Ignacio","Liolaemus","kriegi","Iguanidae","Animalia","Chordata","Reptilia","Squamata",11.5,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2000,950,"IUCN",NA,"terrestrial",NA
"Liolaemus_laurenti","Terrestrial","Ignacio","Liolaemus","laurenti","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.3,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1100,800,"IUCN",NA,"terrestrial",NA
"Liolaemus_lemniscatus","Terrestrial","Ignacio","Liolaemus","lemniscatus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",5.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",NA,"No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2100,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_leopardinus","Terrestrial","Ignacio","Liolaemus","leopardinus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3000,1800,"IUCN",NA,"terrestrial",NA
"Liolaemus_lorenzmuelleri","Terrestrial","Ignacio","Liolaemus","lorenzmuelleri","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","I have found no evidence of aestivation within this species subset",NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,3500,3200,"IUCN",NA,"terrestrial",NA
"Liolaemus_melanops","Terrestrial","Ignacio","Liolaemus","melanops","Iguanidae","Animalia","Chordata","Reptilia","Squamata",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1000,0,"IUCN",NA,"terrestrial",NA
"Liolaemus_monticola","Terrestrial","Ignacio","Liolaemus","monticola","Iguanidae","Animalia","Chordata","Reptilia","Squamata",6.185,"Meiri 2008","max adult SVL","omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",NA,"No","I have found no evidence of aestivation within this species subset",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2200,320,"IUCN",NA,"terrestrial",NA
"Liolaemus_multicolor","Terrestrial","Ignacio","Liolaemus","multicolor","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,4400,3000,"IUCN",NA,"terrestrial",NA
"Liolaemus_multimaculatus","Terrestrial","Ignacio","Liolaemus","multimaculatus","Iguanidae","Animalia","Chordata","Reptilia","Squamata",7.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Kacoliris, F. P., Williams, J. D., De Arcaute, C. R., & Cassino, C. (2009). Home range size and overlap in Liolaemus multimaculatus (Squamata: Liolamidae) in pampean coastal dunes of Argentina. South American Journal of Herpetology, 4(3), 229-234.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,50,0,"IUCN",NA,"terrestrial",NA
