"genus_species","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes"
"Takydromus_sexlineatus","Terrestrial","Miguel R.","Takydromus","sexlineatus","Lacertidae","Animalia","Chordata","Reptilia","Squamata",6,"Zhang et al. (2004) Journal of thermal Biology 29(1): 45-53","max adult SVL","insectivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","no info - based on congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Takydromus_stejnegeri","Terrestrial","Miguel R.","Takydromus","stejnegeri","Lacertidae","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,"insectivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","no info - based on congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1000,0,"IUCN",NA,"terrestrial",NA
"Tarentola_boettgeri","Terrestrial","Adam A","Tarentola","boettgeri","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6,"Meiri 2008","max adult SVL","insectivore","10.1093/sysbio/40.2.172","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (semi-arid, Portugal)",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1000,NA,"IUCN",NA,"terrestrial",NA
"Teratoscincus_przewalskii","Terrestrial","Adam A","Teratoscincus","przewalskii","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",9.7,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","No info- based on climate",NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2000,500,"IUCN",NA,"terrestrial",NA
"Thamnophis_butleri","Terrestrial","Miguel R.","Thamnophis","butleri","Colubridae","Animalia","Chordata","Reptilia","Squamata",73.7,"ADW U of Michigan","max total body length","carnivore","ADW U of Michigan","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Shonfield, J., King, W., & Koski, W. R. (2019). HABITAT USE AND MOVEMENT PATTERNS OF BUTLER’S GARTERSNAKE (THAMNOPHIS BUTLERI) IN SOUTHWESTERN ONTARIO, CANADA. Herpetological Conservation and Biology, 14(3), 680-690.","slithering","Squamate slithering tetrapod","Yes","Shonfield, J., King, W., & Koski, W. R. (2019). HABITAT USE AND MOVEMENT PATTERNS OF BUTLER’S GARTERSNAKE (THAMNOPHIS BUTLERI) IN SOUTHWESTERN ONTARIO, CANADA. Herpetological Conservation and Biology, 14(3), 680-690.","hibernates","No",NA,NA,"non-highland specialist","Wallach, V., Williams, K. L., & Boundy, J. (2014). Snakes of the world: a catalogue of living and extinct species. CRC press.","min","Sarah",NA,NA,NA,NA,NA,NA,NA,500,0,"Snake Database",NA,"terrestrial",NA
"Thamnophis_elegans","Terrestrial","Miguel R.","Thamnophis","elegans","Colubridae","Animalia","Chordata","Reptilia","Squamata",107,"ADW U of Michigan","average total body length","carnivore","ADW U of Michigan","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","Manier, M. K., & Arnold, S. J. (2005). Population genetic analysis identifies source–sink dynamics for two sympatric garter snake species (Thamnophis elegans and Thamnophis sirtalis). Molecular ecology, 14(13), 3965-3976.","slithering","Squamate slithering tetrapod","Yes","Bronikowski, A. M., & Arnold, S. J. (1999). The evolutionary ecology of life history variation in the garter snake Thamnophis elegans. Ecology, 80(7), 2314-2325.","hibernation","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,3200,0,"Snake Database",NA,"terrestrial",NA
"Thamnophis_marcianus","Terrestrial","Miguel R.","Thamnophis","marcianus","Colubridae","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,"carnivore","ADW","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","Yes","Bryant, T. D. (2004). The effects of habitat complexity on the foraging ability of the checkered garter snake, Thamnophis marcianus marcianus,(Baird and Girard) (Doctoral dissertation, The University of Texas at Arlington).","hibernates","No",NA,NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2200,0,"IUCN",NA,"terrestrial",NA
"Thamnophis_melanogaster","Terrestrial","Miguel R.","Thamnophis","melanogaster","Colubridae","Animalia","Chordata","Reptilia","Squamata",36.5,"Drummond and Garcia (1989) Behavior 108(1/2): 23-43","max adult SVL","carnivore","Manjarrez et al. (2012) Journal of Herpetology 47(3):413-420","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","Yes","Manjarrez, J., & San-Roman-Apolonio, E. (2015). Timing of birth and body condition in neonates of two gartersnake species from Central Mexico. Herpetologica, 71(1), 12-18.","hibernates","No",NA,NA,"highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2550,1150,"Snake Database",NA,"terrestrial",NA
"Thamnophis_ordinoides","Terrestrial","Miguel R.","Thamnophis","ordinoides","Colubridae","Animalia","Chordata","Reptilia","Squamata",69.5,"Kirk (1979). Thamnophis ordinoides. Catalogue of American Amphibians and Reptiles (CAAR).z","max adult SVL","carnivore","ADW","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","NatureServe Explorer","slithering","Squamate slithering tetrapod","Yes","Stewart, G. R. (1968). Some observations on the natural history of two Oregon garter snakes (genus Thamnophis). Journal of herpetology, 71-86.","hibernation","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1400,0,"Snake Database",NA,"terrestrial",NA
"Thamnophis_radix","Terrestrial","Miguel R.","Thamnophis","radix","Colubridae","Animalia","Chordata","Reptilia","Squamata",109.5,"ADW U of Michigan","max total body length","carnivore","ADW U of Michigan","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","Tuttle, K. (2007). Natural history of the Plains garter snake (Thamnophis radix) at the northern limit of its range in Alberta, Canada (Doctoral dissertation).","slithering","Squamate slithering tetrapod","Yes","Cieslak, E. S. (1945). Relations between the reproductive cycle and the pituitary gland in the snake Thamnophis radix. Physiological Zoology, 18(3), 299-329.","hibernates","No",NA,NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,2000,0,"Snake Database",NA,"terrestrial",NA
"Thamnophis_sirtalis","Terrestrial","Miguel R.","Thamnophis","sirtalis","Colubridae","Animalia","Chordata","Reptilia","Squamata",137,"ADW U of Michigan","max total body length","carnivore","ADW U of Michigan","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","10-100","Gregory, P. T., & Stewart, K. W. (1975). Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Canadian Journal of Zoology, 53(3), 238-245.","slithering","Squamate slithering tetrapod","Yes","Aleksiuk, M. (1976). Reptilian hibernation: evidence of adaptive strategies in Thamnophis sirtalis parietalis. Copeia, 170-178.","hibernates up to 7 months of the year","No","no info - based on climate",NA,"non-highland specialist","IUCN","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2500,0,"Snake Database",NA,"terrestrial",NA
"Tiliqua_nigrolutea","Terrestrial","Adam A","Tiliqua","nigrolutea","Scincidae","Animalia","Chordata","Reptilia","Squamata",36.8,"Meiri 2008","max adult SVL","omnivore","http://australianmuseum.net.au/shingleback-lizard","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.","walking","Squamate walking tetrapod","Yes","Edwards, A., & Jones, S. M. (2001). Changes in plasma testosterone, estrogen, and progesterone concentrations throughout the annual reproductive cycle in male viviparous blue-tongued skinks, Tiliqua nigrolutea, in Tasmania. Journal of Herpetology, 293-299.","hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Tiliqua_rugosa","Terrestrial","Adam A","Tiliqua","rugosa","Scincidae","Animalia","Chordata","Reptilia","Squamata",35,"Meiri 2008","max adult SVL","omnivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.","walking","Squamate walking tetrapod","Yes","http://australianmuseum.net.au/shingleback-lizard",NA,"No","no info - based on climate",NA,"non-highland specialist","http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Tiliqua_scincoides","Terrestrial","Adam A","Tiliqua","scincoides","Scincidae","Animalia","Chordata","Reptilia","Squamata",37.1,"Meiri 2008","max adult SVL","omnivore","http://australianmuseum.net.au/shingleback-lizard","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.","walking","Squamate walking tetrapod","Yes","No info- bases on congeners",NA,"No","Christian, K. A., J. K. Webb, and T. J. Schultz. 2003. Energetics of Bluetongue Lizards (Tiliqua scincoides) in a seasonal tropical environment. Oecologia 136:515äóñ523.",NA,"non-highland specialist","http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
