ref
"11.Hutchison 
  V.H., 
  Engbretson 
  G., 
  Turney 
  D. 
  1973 
  Thermal 
  acclimation 
  and 
  tolerance 
  in 
  the 
  hellbender, 
   Cryptobranchus"
"12.Hutchison 
  V.H., 
  Rowlan 
  S.D. 
  1975 
  Thermal 
  acclimation 
  and 
  tolerance 
  in 
  the 
  mudpuppy, 
  Necturus 
  maculosus. 
   Journal 
  of"
"13.Layne 
  J.R., 
  Claussen 
  D.L. 
  1982 
  The 
  time 
  courses 
  of 
  CTMax 
  and 
  CTMin 
  acclimation 
  in 
  the 
  salamander 
   Desmognathus"
"14.Layne 
  Jr 
  J.R., 
  Claussen 
  D.L. 
  1982 
  Seasonal 
  variation 
  in 
  the 
  thermal 
  acclimation 
  of 
  critical 
  thermal 
  maxima 
  (CTMax) 
  and"
"15.Layne 
  Jr 
  J.R., 
  Claussen 
  D.L. 
  1987 
  Time 
  courses 
  of 
  thermal 
  acclimation 
  for 
  critical 
  thermal 
  minima 
  in 
  the 
  salamanders"
"16.Gvozdík 
  L., 
  Puky 
  M., 
  Šugerková 
  M. 
  2007 
  Acclimation 
  is 
  beneficial 
  at 
  extreme 
  test 
  temperatures 
  in 
  the 
  Danube 
  crested"
"17.Cuculescu 
  M., 
  Hyde 
  D., 
  Bowler 
  K. 
  1998 
  Thermal 
  tolerance 
  of 
  two 
  species 
  of 
  marine 
  crab, 
   Cancer 
  pagurus 
  and 
   Carcinus"
"18.Magozzi 
  S., 
  Calosi 
  P. 
  2015 
  Integrating 
  metabolic 
  performance, 
  thermal 
  tolerance, 
  and 
  plasticity 
  enables 
  for 
  more"
"19.Reiser 
  S. 
  2013 
  Coping 
  with 
  extreme 
  temperatures: 
  Thermal 
  preference 
  and 
  critical 
  lower 
  thermal 
  limits 
  of 
  the 
  common"
"20.Ravaux 
  J., 
  Léger 
  N., 
  Rabet 
  N., 
  Morini 
  M., 
  Zbinden 
  M., 
  Thatje 
  S., 
  Shillito 
  B. 
  2012 
  Adaptation 
  to 
  thermally 
  variable"
"21.Re 
  A.D., 
  Diaz 
  F., 
  Sierra 
  E., 
  Rodríguez 
  J., 
  Perez 
  E. 
  2005 
  Effect 
  of 
  salinity 
  and 
  temperature 
  on 
  thermal 
  tolerance 
  of 
  brown"
"22.McGaw 
  I. 
  2003 
  Behavioral 
  thermoregulation 
  in 
   Hemigrapsus 
  nudus, 
  the 
  amphibious 
  purple 
  shore 
  crab. 
  The 
  Biological"
"23.Kivivuori 
  L., 
  Lagerspetz 
  K.Y. 
  1990 
  Thermal 
  resistance 
  and 
  behaviour 
  of 
  the 
  isopod 
  Saduria 
  entomon 
  (L.). 
  Ann 
  Zool"
"24.Buchanan 
  J.A., 
  Stewart 
  B.A., 
  Davies 
  B.R. 
  1988 
  Thermal 
  acclimation 
  and 
  tolerance 
  to 
  lethal 
  high 
  temperature 
  in 
  the"
"25.Morritt 
  D., 
  Ingólfsson 
  A. 
  2000 
  Upper 
  thermal 
  tolerances 
  of 
  the 
  beachflea 
  Orchestia 
  gammarellus 
  (Pallas)(Crustacea:"
"26.Claussen 
  D.L. 
  1980 
  Thermal 
  acclimation 
  in 
  the 
  crayfish, 
   Orconectes 
  rusticus 
  and 
   O. 
  virilis. 
   Comparative 
  Biochemistry 
  and"
"27.Rodríguez 
  M.H., 
  Bückle 
  Ramirez 
  L.F., 
  Díaz 
  Herrera 
  F. 
  1996 
  Critical 
  thermal 
  maximum 
  of 
   Macrobrachium 
  tenellum."
"28.Dıaz 
  F., 
  Sierra 
  E., 
  Denisse 
  Re 
  A., 
  Rodrıguez 
  L. 
  2002 
  Behavioural 
  thermoregulation 
  and 
  critical 
  thermal 
  limits 
  of"
"29.Selvakumar 
  S., 
  Geraldine 
  P. 
  2005 
  Heat 
  shock 
  protein 
  induction 
  in 
  the 
  freshwater 
  prawn 
  Macrobrachium 
  malcolmsonii:"
"30.Lagerspetz 
  K., 
  Bowler 
  K. 
  1993 
  Variation 
  in 
  heat 
  tolerance 
  in 
  individual 
  Asellus 
  aquaticus 
  during 
  thermal 
  acclimation."
"31.Camacho 
  J., 
  Qadri 
  S.A., 
  Wang 
  H., 
  Worden 
  M.K. 
  2006 
  Temperature 
  acclimation 
  alters 
  cardiac 
  performance 
  in 
  the 
  lobster"
"32.Herrera 
  F.D.a., 
  Sierra 
  Uribe 
  E., 
  Fernando 
  Bückle 
  Ramirez 
  L., 
  Garrido 
  Mora 
  A. 
  1998 
  Critical 
  thermal 
  maxima 
  and 
  minima"
"33.Kumlu 
  M., 
  Türkmen 
  S., 
  Kumlu 
  M. 
  2010 
  Thermal 
  tolerance 
  of 
   Litopenaeus 
  vannamei 
  (Crustacea: 
  Penaeidae) 
  acclimated"
"34.Hoang 
  T., 
  Lee 
  S.Y., 
  Keenan 
  C.P., 
  Marsden 
  G.E. 
  2002 
  Cold 
  tolerance 
  of 
  the 
  banana 
  prawn 
   Penaeus 
  merguiensis 
  de 
  Man 
  and"
"35.Kιr 
  M., 
  Kumlu 
  M. 
  2008 
  Effect 
  of 
  temperature 
  and 
  salinity 
  on 
  low 
  thermal 
  tolerance 
  of 
   Penaeus 
  semisulcatus 
  (Decapoda:"
"36.Qari 
  S., 
  Aljarari 
  R. 
  2014 
  The 
  effect 
  of 
  season 
  and 
  acclimation 
  on 
  the 
  heat 
  and 
  cold 
  tolerance 
  of 
  the 
  Red 
  Sea 
  crab,"
"37.Fangue 
  N.A., 
  Hofmeister 
  M., 
  Schulte 
  P.M. 
  2006 
  Intraspecific 
  variation 
  in 
  thermal 
  tolerance 
  and 
  heat 
  shock 
  protein 
  gene"
"38.Eme 
  J., 
  Bennett 
  W.A. 
  2009 
  Critical 
  thermal 
  tolerance 
  polygons 
  of 
  tropical 
  marine 
  fishes 
  from 
  Sulawesi, 
  Indonesia."
"39. Davis 
  B. 
  1977 
  Distribution 
  and 
  temperature 
  adaptation 
  in 
  the 
  teleost 
  fish 
  genus 
   Gibbonsia. 
   Marine 
  Biology 
   42(4), 
  315-"
"40. Hooper 
  J.K. 
  2008 
  The 
  effect 
  of 
  temperature 
  change 
  on 
  the 
  New 
  Zealand 
  marine 
  fish, 
   Notolabrus 
  celidotus."
"41. Bilyk 
  K.T., 
  DeVries 
  A.L. 
  2011 
  Heat 
  tolerance 
  and 
  its 
  plasticity 
  in 
  Antarctic 
  fishes. 
   Comparative 
  Biochemistry 
  and"
"42.Fangue 
  N.A., 
  Bennett 
  W.A., 
  Douglas 
  M. 
  2003 
  Thermal 
  tolerance 
  responses 
  of 
  laboratory-acclimated 
  and 
  seasonally"
"43.Chagnon 
  N., 
  Hlohowskyj 
  I. 
  1989 
  Effects 
  of 
  phenol 
  exposure 
  on 
  the 
  thermal 
  tolerance 
  ability 
  of 
  the 
  central 
  stoneroller"
"44.McClanahan 
  L.L., 
  Feldmeth 
  C.R., 
  Jones 
  J., 
  Soltz 
  D.L. 
  1986 
  Energetics, 
  salinity 
  and 
  temperature 
  tolerance 
  in 
  the 
  Mohave"
"45.Richards 
  V., 
  Beitinger 
  T. 
  1995 
  Reciprocal 
  influences 
  of 
  temperature 
  and 
  copper 
  on 
  survival 
  of 
  fathead 
  minnows,"
"46.Kaya 
  C.M., 
  Brussard 
  P.F., 
  Cameron 
  D.G., 
  Vyse 
  E.R. 
  1992 
  Biochemical 
  genetics 
  and 
  thermal 
  tolerances 
  of 
  Kendall 
  Warm"
"47.Bennett 
  W.A., 
  Beitinger 
  T.L. 
  1997 
  Temperature 
  tolerance 
  of 
  the 
  sheepshead 
  minnow, 
  Cyprinodon 
  variegatus. 
   Copeia, 
  77-"
"48.Otto 
  R.G., 
  Gerking 
  S.D. 
  1973 
  Heat 
  tolerance 
  of 
  a 
  Death 
  Valley 
  pupfish 
  (genus 
   Cyprinodon). 
   Physiological 
  Zoology 
   46, 
  43-"
"49.Lowe 
  C.H., 
  Heath 
  W.G. 
  1969 
  Behavioral 
  and 
  physiological 
  responses 
  to 
  temperature 
  in 
  the 
  desert 
  pupfish 
  Cyprinodon"
"50.Feldmeth 
  C.R., 
  Stone 
  E.A., 
  Brown 
  J.H. 
  1974 
  An 
  increased 
  scope 
  for 
  thermal 
  tolerance 
  upon 
  acclimating 
  pupfish"
"51.Hernández 
  M.R., 
  Bückle 
  R.F. 
  2002 
  Temperature 
  tolerance 
  polygon 
  of 
  Poecilia 
  sphenops 
  Valenciennes 
  (Pisces:"
"52.Otto 
  R.G. 
  1973 
  Temperature 
  tolerance 
  of 
  the 
  mosquitofish, 
  Gambmia 
  affinis 
  (Baird 
  and 
  Girard). 
  Journal 
  of 
  Fish 
  Biology"
"53.Haney 
  D.C., 
  Walsh 
  S.J. 
  2003 
  Influence 
  of 
  salinity 
  and 
  temperature 
  on 
  the 
  physiology 
  of 
   Limia 
  melanonotata"
"54.Becker 
  C.D., 
  Genoway 
  R.G. 
  1979 
  Evaluation 
  of 
  the 
  critical 
  thermal 
  maximum 
  for 
  determining 
  thermal 
  tolerance 
  of"
"55.Holland 
  W.E., 
  Smith 
  M.H., 
  Gibbons 
  J.W., 
  Brown 
  D.H. 
  1974 
  Thermal 
  tolerances 
  of 
  fish 
  from 
  a 
  reservoir 
  receiving 
  heated"
"56.Lee 
  R.M., 
  Rinne 
  J.N. 
  1980 
  Critical 
  thermal 
  maxima 
  of 
  five 
  trout 
  species 
  in 
  the 
  southwestern 
  United 
  States. 
   Transactions"
"57.Elliott 
  J., 
  Elliott 
  J. 
  1995 
  The 
  effect 
  of 
  the 
  rate 
  of 
  temperature 
  increase 
  on 
  the 
  critical 
  thermal 
  maximum 
  for 
  parr 
  of"
"58.Lohr 
  S., 
  Byorth 
  P.A., 
  Kaya 
  C., 
  Dwyer 
  W. 
  1996 
  High-temperature 
  tolerances 
  of 
  fluvial 
  Arctic 
  grayling 
  and 
  comparisons"
"59.Otto 
  R.G., 
  Rice 
  J.O.H. 
  1977 
  Responses 
  of 
  a 
  freshwater 
  sculpin 
  (Cottus 
  cognatus 
  gracilis) 
  to 
  temperature. 
   Transactions 
  of"
"60.Ziegeweid 
  J.R., 
  Jennings 
  C.A., 
  Peterson 
  D.L. 
  2008 
  Thermal 
  maxima 
  for 
  juvenile 
  shortnose 
  sturgeon 
  acclimated 
  to"
"61.Barrionuevo 
  W., 
  Femandes 
  M. 
  1995 
  Critical 
  thermal 
  maxima 
  and 
  minima 
  for 
  curimbatá, 
   Prochilodus 
  scrofa"
"62.Das 
  T., 
  Pal 
  A., 
  Chakraborty 
  S., 
  Manush 
  S., 
  Chatterjee 
  N., 
  Mukherjee 
  S. 
  2004 
  Thermal 
  tolerance 
  and 
  oxygen 
  consumption"
"63.Ford 
  T., 
  Beitinger 
  T.L. 
  2005 
  Temperature 
  tolerance 
  in 
  the 
  goldfish, 
  Carassius 
  auratus. 
   Journal 
  of 
  Thermal 
  Biology 
   30(2),"
"64.Cortemeglia 
  C., 
  Beitinger 
  T.L. 
  2005 
  Temperature 
  tolerances 
  of 
  wild-type 
  and 
  red 
  transgenic 
  zebra 
  danios. 
   Transactions"
"65.Akhtar 
  M., 
  Pal 
  A., 
  Sahu 
  N., 
  Ciji 
  A., 
  Mahanta 
  P. 
  2013 
  Thermal 
  tolerance, 
  oxygen 
  consumption 
  and 
  haemato-biochemical"
"66.Prodocimo 
  V., 
  Freire 
  C.A. 
  2001 
  Critical 
  thermal 
  maxima 
  and 
  minima 
  of 
  the 
  platyfish 
   Xiphophorus 
  maculatus 
  Günther"
"67.Feldmeth 
  C.R., 
  Baskin 
  J.N. 
  1976 
  Thermal 
  and 
  respiratory 
  studies 
  with 
  reference 
  to 
  temperature 
  and 
  oxygen 
  tolerance"
"68.Sarma 
  K., 
  Pal 
  A., 
  Ayyappan 
  S., 
  Das 
  T., 
  Manush 
  S., 
  Debnath 
  D., 
  Baruah 
  K. 
  2010 
  Acclimation 
  of 
  Anabas 
  testudineus 
  (Bloch)"
"69.Currie 
  R.J., 
  Bennett 
  W.A., 
  Beitinger 
  T.L. 
  1998 
  Critical 
  thermal 
  minima 
  and 
  maxima 
  of 
  three 
  freshwater 
  game-fish 
  species"
"70.Pérez 
  E., 
  Dıaz 
  F., 
  Espina 
  S. 
  2003 
  Thermoregulatory 
  behavior 
  and 
  critical 
  thermal 
  limits 
  of 
  the 
  angelfish 
   Pterophyllum"
"71.Dülger 
  N., 
  Kumlu 
  M., 
  Türkmen 
  S., 
  Ölçülü 
  A., 
  Tufan 
  Eroldoğan 
  O., 
  Asuman 
  Yılmaz 
  H., 
  Öçal 
  N. 
  2012 
  Thermal 
  tolerance 
  of"
"72.Heath 
  W.G. 
  1963 
  Thermoperiodism 
  in 
  sea-run 
  cutthroat 
  trout 
  (Salmo 
  clarki 
  clarki). 
   Science 
   142(3591), 
  486-488."
"73.Kita 
  J., 
  Tsuchida 
  S., 
  Setoguma 
  T. 
  1996 
  Temperature 
  preference 
  and 
  tolerance, 
  and 
  oxygen 
  consumption 
  of 
  the 
  marbled"
"74.Dalvi 
  R.S., 
  Pal 
  A.K., 
  Tiwari 
  L.R., 
  Das 
  T., 
  Baruah 
  K. 
  2009 
  Thermal 
  tolerance 
  and 
  oxygen 
  consumption 
  rates 
  of 
  the 
  catfish"
"75.Debnath 
  D., 
  Pal 
  A., 
  Sahu 
  N., 
  Baruah 
  K., 
  Yengkokpam 
  S., 
  Das 
  T., 
  Manush 
  S. 
  2006 
  Thermal 
  tolerance 
  and 
  metabolic 
  activity"
"76.Terblanche 
  J.S., 
  Sinclair 
  B.J., 
  Jaco 
  Klok 
  C., 
  McFarlane 
  M.L., 
  Chown 
  S.L. 
  2005 
  The 
  effects 
  of 
  acclimation 
  on 
  thermal"
"77.Klok 
  C., 
  Chown 
  S.L. 
  2003 
  Resistance 
  to 
  temperature 
  extremes 
  in 
  sub-Antarctic 
  weevils: 
  interspecific 
  variation,"
"78.Slabber 
  S., 
  Chown 
  S.L. 
  2005 
  Differential 
  responses 
  of 
  thermal 
  tolerance 
  to 
  acclimation 
  in 
  the 
  sub-Antarctic 
  rove 
  beetle"
"79.Lyons 
  C.L., 
  Coetzee 
  M., 
  Terblanche 
  J.S., 
  Chown 
  S.L. 
  2012 
  Thermal 
  limits 
  of 
  wild 
  and 
  laboratory 
  strains 
  of 
  two 
  African"
"80.Gray 
  E.M. 
  2013 
  Thermal 
  acclimation 
  in 
  a 
  complex 
  life 
  cycle: 
  The 
  effects 
  of 
  larval 
  and 
  adult 
  thermal 
  conditions 
  on"
"81.Worthen 
  W.B., 
  Haney 
  D.C. 
  1999 
  Temperature 
  tolerance 
  in 
  three 
  mycophagous 
  Drosophila 
  species: 
  relationships 
  with"
"82.Terblanche 
  J.S., 
  Klok 
  C.J., 
  Krafsur 
  E.S., 
  Chown 
  S.L. 
  2006 
  Phenotypic 
  plasticity 
  and 
  geographic 
  variation 
  in 
  thermal"
"83.Dallas 
  H.F., 
  Rivers-Moore 
  N.A. 
  2012 
  Critical 
  thermal 
  maxima 
  of 
  aquatic 
  macroinvertebrates: 
  towards 
  identifying"
"84.Coccia 
  C., 
  Calosi 
  P., 
  Boyero 
  L., 
  Green 
  A.J., 
  Bilton 
  D.T. 
  2013 
  Does 
  ecophysiology 
  determine 
  invasion 
  success? 
  A"
"85.Chanthy 
  P., 
  Martin 
  R.J., 
  Gunning 
  R.V., 
  Andrew 
  N.R. 
  2012 
  The 
  effects 
  of 
  thermal 
  acclimation 
  on 
  lethal 
  temperatures 
  and"
"86.Jumbam 
  K.R., 
  Jackson 
  S., 
  Terblanche 
  J.S., 
  McGeoch 
  M.A., 
  Chown 
  S.L. 
  2008 
  Acclimation 
  effects 
  on 
  critical 
  and 
  lethal"
"87.Mitchell 
  J.D., 
  Hewitt 
  P., 
  Van 
  Der 
  Linde 
  T.D.K. 
  1993 
  Critical 
  thermal 
  limits 
  and 
  temperature 
  tolerance 
  in 
  the 
  harvester"
"88.Klok 
  C.J., 
  Chown 
  S.L. 
  1998 
  Interactions 
  between 
  desiccation 
  resistance, 
  host-plant 
  contact 
  and 
  the 
  thermal 
  biology 
  of 
  a"
"89.Garten 
  C., 
  Gentry 
  J. 
  1976 
  Thermal 
  tolerance 
  of 
  dragonfly 
  nymphs. 
  II. 
  Comparison 
  of 
  nymphs 
  from 
  control 
  and 
  thermally"
"90.Moulton 
  S.R., 
  Beitinger 
  T.L., 
  Stewart 
  K.W., 
  Currie 
  R.J. 
  1993 
  Upper 
  temperature 
  tolerance 
  of 
  four 
  species 
  of 
  caddisflies"
"91.Goode 
  L.M. 
  2013 
  Effects 
  of 
  thermal 
  acclimation 
  on 
  the 
  critical 
  thermal 
  maxima 
  of 
  the 
  tropical 
  cockroaches: 
  Blaptica"
"92.Lalouette 
  L., 
  Williams 
  C., 
  Cottin 
  M., 
  Sinclair 
  B.J., 
  Renault 
  D. 
  2012 
  Thermal 
  biology 
  of 
  the 
  alien 
  ground 
  beetle 
  Merizodus"
"93.Allen 
  J.L., 
  Clusella-Trullas 
  S., 
  Chown 
  S.L. 
  2012 
  The 
  effects 
  of 
  acclimation 
  and 
  rates 
  of 
  temperature 
  change 
  on 
  critical"
"94.Terblanche 
  J.S., 
  Nyamukondiwa 
  C., 
  Kleynhans 
  E. 
  2010 
  Thermal 
  variability 
  alters 
  climatic 
  stress 
  resistance 
  and 
  plastic"
"95.Piyaphongkul 
  J., 
  Pritchard 
  J., 
  Bale 
  J. 
  2014 
  Effects 
  of 
  acclimation 
  on 
  the 
  thermal 
  tolerance 
  of 
  the 
  brown 
  planthopper"
"96.Cokendolpher 
  J.C., 
  Phillips 
  S.A. 
  1990 
  Critical 
  thermal 
  limits 
  and 
  locomotor 
  activity 
  of 
  the 
  red 
  imported 
  fire 
  ant"
"97.Chidawanyika 
  F., 
  Terblanche 
  J.S. 
  2011 
  Costs 
  and 
  benefits 
  of 
  thermal 
  acclimation 
  for 
  codling 
  moth, 
   Cydia 
  pomonella"
"98.Zheng 
  W., 
  Hongliang 
  L., 
  Li 
  M., 
  Xiang 
  J. 
  2013 
  Differences 
  in 
  thermal 
  preference 
  and 
  tolerance 
  among 
  three"
"99.Corn 
  M.J. 
  1971 
  Upper 
  thermal 
  limits 
  and 
  thermal 
  preferenda 
  for 
  three 
  sympatric 
  species 
  of 
  Anolis. 
   Journal 
  of"
"100.Yang 
  J., 
  Sun 
  Y.-Y., 
  An 
  H., 
  Ji 
  X. 
  2008 
  Northern 
  grass 
  lizards 
  (Takydromus 
  septentrionalis) 
  from 
  different 
  populations 
  do"
"101.Li 
  H., 
  Wang 
  Z., 
  Mei 
  W., 
  Ji 
  X. 
  2009 
  Temperature 
  acclimation 
  affects 
  thermal 
  preference 
  and 
  tolerance 
  in 
  three 
   Eremias"
"102.Huang 
  S.-P., 
  Tu 
  M.-C. 
  2008 
  Cold 
  tolerance 
  and 
  altitudinal 
  distribution 
  of 
  Takydromus 
  lizards 
  in 
  Taiwan. 
  Zoological"
"103.Scott 
  J.R., 
  Tracy 
  C.R., 
  Pettus 
  D. 
  1982 
  A 
  biophysical 
  analysis 
  of 
  daily 
  and 
  seasonal 
  utilization 
  of 
  climate 
  space 
  by 
  a"
"104.Murrish 
  D.E., 
  Vance 
  V.J. 
  1968 
  Physiological 
  responses 
  to 
  temperature 
  acclimation 
  in 
  the 
  lizard 
  Uta 
  mearnsi."
"105.Lowe 
  C.H., 
  Vance 
  V.J. 
  1955 
  Acclimation 
  of 
  the 
  critical 
  thermal 
  maximum 
  of 
  the 
  reptile 
   Urosaurus 
  ornatus. 
   Science"
"106.Huang 
  S.-P., 
  Hsu 
  Y., 
  Tu 
  M.-C. 
  2006 
  Thermal 
  tolerance 
  and 
  altitudinal 
  distribution 
  of 
  two 
  Sphenomorphus 
   lizards 
  in"
"107.Huang 
  S.-M., 
  Huang 
  S.-P., 
  Chen 
  Y.-H., 
  Tu 
  M.-C. 
  2007 
  Thermal 
  Tolerance 
  and 
  Altitudinal 
  Distribution 
  of 
  Three"
"108.Williamson 
  L.U., 
  Spotila 
  J.R., 
  Standora 
  E.A. 
  1989 
  Growth 
  selected 
  temperature 
  and 
  CTM 
  of 
  young 
  snapping 
  turtles,"
"109.Kosh 
  R.J., 
  Hutchison 
  V.H. 
  1968 
  Daily 
  rhythmicity 
  of 
  temperature 
  tolerance 
  in 
  eastern 
  painted 
  turtles, 
  Chrysemys 
  picta."
"110.Kour 
  E.L., 
  Hutchison 
  V.H. 
  1970 
  Critical 
  thermal 
  tolerances 
  and 
  heating 
  and 
  cooling 
  rates 
  of 
  lizards 
  from 
  diverse"
"111.Jacobson 
  E.R., 
  Whitford 
  W.G. 
  1970 
  The 
  effect 
  of 
  acclimation 
  on 
  physiological 
  responses 
  to 
  temperature 
  in 
  the 
  snakes,"
"112.Wu 
  M.-X., 
  Hu 
  L.-J., 
  Dang 
  W., 
  Lu 
  H.-L., 
  Du 
  W.-G. 
  2013 
  Effect 
  of 
  thermal 
  acclimation 
  on 
  thermal 
  preference, 
  resistance 
  and"
