Record,Order,Family1,Genus1,Species1,Family2,Genus2,Species2,Family3,Genus3,Species3,Stage,N numb,N cat,N comment,Raw CTM1,Raw CTM2,Acclim,Acclim time,Acclim time (Life=120),log Acclim time,Acclim temp,Safety,Heating rate,Photoperiod,EP1,EP1 descrip,EP2,Elevation,Log Elevation,Locality,Geog cat,Abs lat,Log Abs Lat,Latitude,Longitude,Source,Comments,Year,Citation,Reference,Range,Log Range,Introduced,Elev min,Elev max,SVL,log SVL,Habitat,tmxslope,BIOCLIM5,IUCN 2014,IUCN 2104risk
665,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,7,A,Given,37.2,NA,Y,7,7,0.90,15,9.0,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
673,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,37.4,NA,Y,7,7,0.90,15,9.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
672,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,4,A,Given,37.5,NA,Y,7,7,0.90,15,9.3,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
686,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,6,A,Given,37.5,NA,Y,7,7,0.90,25,7.8,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
666,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,10,B,Given,37.7,NA,Y,7,7,0.90,15,9.5,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
677,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,37.7,NA,Y,7,7,0.90,25,8.0,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
669,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,37.9,NA,Y,7,7,0.90,15,9.7,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
671,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,7,A,Given,37.9,NA,Y,7,7,0.90,15,9.7,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
678,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,37.9,NA,Y,7,7,0.90,25,8.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
688,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,7,A,Given,38.1,NA,Y,7,7,0.90,25,8.3,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
687,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,7,A,Given,38.1,NA,Y,7,7,0.90,25,8.4,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
668,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,5,A,Given,38.2,NA,Y,7,7,0.90,15,10.0,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
675,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,38.3,NA,Y,7,7,0.90,15,10.1,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
685,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,5,A,Given,38.3,NA,Y,7,7,0.90,25,8.6,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
670,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,7,A,Given,38.4,NA,Y,7,7,0.90,15,10.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
679,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,10,B,Given,38.4,NA,Y,7,7,0.90,25,8.7,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
681,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,9,A,Given,38.6,NA,Y,7,7,0.90,25,8.9,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
680,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,38.8,NA,Y,7,7,0.90,25,9.1,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
684,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,38.9,NA,Y,7,7,0.90,25,9.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
682,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,7,A,Given,39.1,NA,Y,7,7,0.90,25,9.3,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
683,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,8,A,Given,39.2,NA,Y,7,7,0.90,25,9.4,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
926,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,44,B,Given,37.4,NA,Y,7,7,0.90,15,9.4,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.440,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.000716287,29.5,Not threatened,0
925,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Adult,64,B,Given,37.8,NA,Y,7,7,0.90,25,8.2,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.440,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",318857,5.50,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.000716287,29.5,Not threatened,0
919,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria,lesueuri,Adult,7,A,Given,34.7,NA,Y,7,7,0.90,15,6.7,0.3,12:12,L,Onset of spasms,NA,117,2.07,"Samford, Queensland",Subtropical,27.372,1.437,-27.372,152.867,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.008514606,29.5,Not threatened,0
918,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria,lesueuri,Adult,2,A,Given,36.8,NA,Y,7,7,0.90,25,7.2,0.3,12:12,L,Onset of spasms,NA,117,2.07,"Samford, Queensland",Subtropical,27.372,1.437,-27.372,152.867,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.008514606,29.5,Not threatened,0
922,Anura,Hylidae,Hyla,nasuta,Hylidae,Litoria,nasuta,Hylidae,Litoria,nasuta,Adult,1,A,Given,35.9,NA,Y,7,7,0.90,25,6.3,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.440,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",1125068,6.05,Not introduced,NA,50,55,1.74,Aquatic & terrestrial,0.000716287,29.5,Not threatened,0
923,Anura,Hylidae,Hyla,nigrofrenata,Hylidae,Litoria,nigrofrenata,Hylidae,Litoria,nigrofrenata,Adult,19,B,Given,38.5,NA,Y,7,7,0.90,25,7.0,0.3,12:12,L,Onset of spasms,NA,14,1.15,"Proserpine, Queensland",Tropical,20.401,1.310,-20.401,148.580,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",164718,5.22,Not introduced,NA,250,33,1.52,Aquatic & terrestrial,0.007494598,31.8,Not threatened,0
917,Anura,Hylidae,Hyla,pearsoniana,Hylidae,Litoria,pearsoniana,Hylidae,Litoria,pearsoniana,Adult,8,A,Given,33.2,NA,Y,7,7,0.90,15,6.4,0.3,12:12,L,Onset of spasms,NA,412,2.61,"Mt. Glorious, Queensland",Subtropical,27.334,1.437,-27.334,152.768,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",36630,4.56,Not introduced,200,1000,33,1.52,Aquatic & terrestrial,0.008514606,28,Threatened,1
916,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria,peronii,Adult,5,A,Given,37.3,NA,Y,7,7,0.90,25,7.7,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.440,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.000716287,29.5,Not threatened,0
924,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria,rubella,Adult,6,A,Given,39.5,NA,Y,7,7,0.90,25,8.6,0.3,12:12,L,Onset of spasms,NA,111,2.05,"Gatton, Queensland",Subtropical,27.559,1.440,-27.559,152.276,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.018453381,31.1,Not threatened,0
939,Anura,Myobatrachidae,Mixophyes,fasciolatus,Myobatrachidae,Mixophyes,fasciolatus,Myobatrachidae,Mixophyes,fasciolatus,Adult,20,B,Given,31.5,NA,Y,7,7,0.90,15,4.7,0.3,12:12,L,Onset of spasms,NA,412,2.61,"Mt. Glorious, Queensland",Subtropical,27.334,1.437,-27.334,152.768,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",213790,5.33,Not introduced,NA,NA,113,2.05,Aquatic & terrestrial,0.008514606,28,Not threatened,0
938,Anura,Myobatrachidae,Neobatrachus,pictus,Limnodynastidae,Neobatrachus,pictus,Limnodynastidae,Neobatrachus,pictus,Adult,5,A,Given,33.7,NA,Y,7,7,0.90,25,4.9,0.3,12:12,L,Onset of spasms,NA,50,1.70,"Adelaide, South Australia",Subtropical,34.929,1.543,-34.929,138.600,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",310223,5.49,Not introduced,50,400,55,1.74,Terrestrial,0.015214086,28.6,Not threatened,0
937,Anura,Myobatrachidae,Neobatrachus,sudelli,Limnodynastidae,Neobatrachus,sudelli,Limnodynastidae,Neobatrachus,sudelli,Adult,4,A,Given,34.8,NA,Y,7,7,0.90,25,-1.4,0.3,12:12,L,Onset of spasms,NA,44,1.64,"Marree, South Australia",Subtropical,29.646,1.472,-29.646,138.071,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",987430,5.99,Not introduced,NA,NA,33,1.52,Terrestrial,0.028795118,37.3,Not threatened,0
718,Caudata,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Adult,156,C,Given,37.1,NA,Y,7,7,0.90,15,11.8,1.0,12:12,S,Onset of spasms,NA,910,2.96,Supplier,Subtropical,37.951,1.579,37.9510375,-79.0576175,Supplier,Location estimated,1980,Maness and Hutchison 1980,"Maness, J. D., and V. H. Hutchison. 1980. Acute adjustment of thermal tolerance in vertebrate ectotherms following exposure to critical thermal maxima. Journal of Thermal Biology 5:225-233.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.010535814,26.2,Not threatened,0
645,Anura,Hylidae,Osteopilus,septentrionalis,Hylidae,Osteopilus,septentrionalis,Hylidae,Osteopilus,septentrionalis,Adult,3,A,Given,39.0,NA,Y,7,7,0.90,22,8.4,1.0,NA,L,Loss of righting response,NA,11,1.04,Southern Florida,Subtropical,25.762,1.411,25.762,-80.192,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",135294,5.13,Introduced,NA,1110,87,1.94,Aquatic & terrestrial,0.020770308,31.3,Not threatened,0
176,Caudata,Plethodontidae,Plethodon,dunni,Plethodontidae,Plethodon,dunni,Plethodontidae,Plethodon,dunni,Adult,10,NA,Missing,31.5,NA,Y,7,7,0.90,14,10.3,NA,NA,L,Loss of righting response,NA,390,2.59,NA,Temperate,46.593,1.668,46.5926635,-124.650879,Field,Location estimated,1963,Brattstrom 1963,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",73434,4.87,Not introduced,0,1000,154,2.19,Terrestrial,,21.7,Not threatened,0
177,Caudata,Plethodontidae,Plethodon,vehiculum,Plethodontidae,Plethodon,vehiculum,Plethodontidae,Plethodon,vehiculum,Adult,10,NA,Missing,30.8,NA,Y,7,7,0.90,14,9.6,NA,NA,L,Loss of righting response,NA,390,2.59,NA,Temperate,46.593,1.668,46.5926635,-124.650879,Field,Location estimated,1963,Brattstrom 1963,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.",165662,5.22,Not introduced,0,1250,78,1.89,Terrestrial,,21.7,Not threatened,0
651,Anura,Hylidae,Hyla,crucifer,Hylidae,Pseudacris,crucifer,Hylidae,Pseudacris,crucifer,Adult,3,A,Given,34.8,NA,Y,7,7,0.90,22,5.9,1.0,NA,L,Loss of righting response,NA,24,1.38,"Ocean County, New Jersey",Temperate,39.965,1.602,39.965,-74.312,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",4033541,6.61,Not introduced,NA,NA,33,1.52,Terrestrial,0.022801921,29.3,Not threatened,0
650,Anura,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Adult,2,A,Given,35.8,NA,Y,7,7,0.90,22,6.5,1.0,NA,L,Loss of righting response,NA,29,1.46,"Somerset, New Jersey",Temperate,40.529,1.608,40.529,-74.640,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",3425336,6.53,Not introduced,NA,NA,33,1.52,Terrestrial,0.023767907,29.8,Not threatened,0
932,Anura,Myobatrachidae,Pseudophryne,bibroni,Myobatrachidae,Pseudophryne,bibroni,Myobatrachidae,Pseudophryne,bibronii,Adult,1,A,Given,32.2,NA,Y,7,7,0.90,15,4.2,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.440,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",668570,5.83,Not introduced,20,1000,33,1.52,Terrestrial,0.000716287,29.5,Threatened,1
933,Anura,Myobatrachidae,Pseudophryne,major,Myobatrachidae,Pseudophryne,major,Myobatrachidae,Pseudophryne,major,Adult,4,A,Given,33.0,NA,Y,7,7,0.90,15,5.0,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.440,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",126800,5.10,Not introduced,NA,NA,33,1.52,Terrestrial,0.000716287,29.5,Not threatened,0
