"Data for CTMax analyses (Fig. 6 & 7, S10, Table S16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,Family,Genus3,Species3,Average of Safety,Average of Elevation,Log Average of Elevation,Average of Abs lat,Log Range,log SVL,Average of tmxslope,IUCN 2014risk,Average of Abs lat/10,log SVLx10,Average of tmxslope/100,Average of Safety/10,Average of ARR,LogARR,Log(ARR+1),Exclude Negative ARRs,,,,,,,,,,,,,,,,,,
Caudata,Rhyacotritonidae,Rhyacotriton,variegatus,6.837314,700,2.84509804,44.504287,4.678354463,2.06069784,0.004305722,0,4.4504287,20.6069784,0.430572229,0.6837314,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Salamandra,salamandra,,1756,3.244524512,37.378831,6.341669712,2.278753601,0.030292917,0,3.7378831,22.78753601,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Sanguirana,everetti,,1100,3.041392685,14.0675,4.48945221,1.875061263,-0.006659064,,1.40675,18.75061263,-0.665906363,,,,,,,,,,,,,,,,,,,,,,,
Anura,Ranidae,Sanguirana,luzonensis ,9.1250744,1100,3.041392685,14.0675,4.293207817,1.875061263,-0.006659064,1,1.40675,18.75061263,-0.665906363,0.91250744,,,,,,,,,,,,,,,,,,,,,,
Anura,Scaphiopodidae,Scaphiopus,holbrookii,6.4596491,375.2,2.57426283,42,6.050141854,1.740362689,0.026780712,0,4.2,17.40362689,2.678071228,0.64596491,0.327777778,-0.484420493,0.123125396,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Scinax,acuminatus,,102,2.008600172,25.316761,6.003853718,1.51851394,0.012514206,0,2.5316761,15.1851394,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Scinax,fuscovarius,,312,2.494154594,27.087367,6.696709797,1.51851394,0.00282473,0,2.7087367,15.1851394,0.282472989,,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Scinax,nasicus,,102,2.008600172,25.316761,6.41146936,1.51851394,0.012514206,0,2.5316761,15.1851394,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Smilisca,baudinii,3.2403491,305,2.484299839,24,6.018964157,1.740362689,0.028510604,0,2.4,17.40362689,2.851060424,0.32403491,0.32,-0.494850022,0.120573931,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Smilisca,fodiens,3.70432945,305,2.484299839,27,5.372630356,1.740362689,0.042442577,0,2.7,17.40362689,4.244257703,0.370432945,0.286666667,-0.542622803,0.10946605,,,,,,,,,,,,,,,,,,,
Anura,Scaphiopodidae,Spea,hammondii,8.58719,305,2.484299839,32.323483,5.086292189,1.740362689,0.000790516,1,3.2323483,17.40362689,0.079051621,0.858719,0.204,-0.690369833,0.080626487,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Taricha,granulosa,12.2865034,66,1.819543936,47.606209,5.761702368,2.187520721,0.008791917,0,4.7606209,21.87520721,0.879191677,1.22865034,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Taudactylus,diurnus,4.349752,511,2.7084209,27.33427,3.583085366,1.51851394,0.008514606,1,2.733427,15.1851394,0.851460584,0.4349752,,,,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Tlalocohyla,smithii,6.6465185,305,2.484299839,21.751384,5.412400061,1.51851394,0.026244098,0,2.1751384,15.1851394,2.624409764,0.66465185,0.292,-0.534617149,0.111262514,,,,,,,,,,,,,,,,,,,
Anura,Hylidae,Trachycephalus,venulosus,,102,2.008600172,25.316761,7.085280087,2.053078443,0.012514206,0,2.5316761,20.53078443,1.251420568,,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Triturus,boscai,,1756,3.244524512,37.378831,5.355652625,2.06069784,0.030292917,0,3.7378831,20.6069784,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Triturus,cristatus,,1756,3.244524512,37.378831,6.639312139,2.187520721,0.030292917,0,3.7378831,21.87520721,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Triturus,dobrogicus,10.662438,105,2.021189299,46.891402,5.425760764,2.187520721,0.03534894,1,4.6891402,21.87520721,3.534893958,1.0662438,0.11,-0.958607315,0.045322979,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Triturus,pygmaeus,,1756,3.244524512,37.378831,5.240589182,2.06069784,0.030292917,1,3.7378831,20.6069784,3.029291717,,,,,,,,,,,,,,,,,,,,,,,
Caudata,Salamandridae,Tylototriton,kweichowensis,13.3966177,2000,3.301029996,27.166667,4.535661153,2.187520721,0.008968788,1,2.7166667,21.87520721,0.896878752,1.33966177,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Uperoleia,laevigata,4.8218905,64,1.806179974,27.552838,5.64585831,1.51851394,0.000716287,0,2.7552838,15.1851394,0.071628651,0.48218905,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Uperoleia,marmorata,4.8218905,64,1.806179974,27.552838,3.888853167,1.51851394,0.000716287,,2.7552838,15.1851394,0.071628651,0.48218905,,,,,,,,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Uperoleia,rugosa,6.4218905,64,1.806179974,27.552838,5.983569911,1.51851394,0.000716287,0,2.7552838,15.1851394,0.071628651,0.64218905,,,,,,,,,,,,,,,,,,,,,,
Anura,Pipidae,Xenopus,laevis,4.98638875,993,2.996949248,22.088821,6.774036933,2.053078443,0.036160064,0,2.2088821,20.53078443,3.616006403,0.498638875,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
