intratherm_id,genus_species,phylum,class,order,family,extractor,ref,original_compilation,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,lifestage,notes,record_number,record,realm_general,acclim_time_original,acclim_time_units,genus,species
1315,Lepomis gibbosus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus_47.37_NA,20,47.37,-120.26,,Lepomis,gibbosus,Washington state US,14,35.06,tmax,0.95,SD,24,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,gibbosus
1316,Lepomis gibbosus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus_47.37_NA,10,47.37,-120.26,,Lepomis,gibbosus,Washington state US,14,30.37,tmax,NA,SD,24,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,gibbosus
1317,Lepomis gibbosus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus_47.37_NA,20,47.37,-120.26,,Lepomis,gibbosus,Washington state US,14,35.16,tmax,NA,SD,24,critical,LOE,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,gibbosus
1318,Lepomis gibbosus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus_47.37_NA,10,47.37,-120.26,,Lepomis,gibbosus,Washington state US,14,31.43,tmax,NA,SD,32,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,gibbosus
1319,Lepomis gibbosus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus_47.37_NA,20,47.37,-120.26,,Lepomis,gibbosus,Washington state US,14,36.56,tmax,NA,SD,32,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,gibbosus
1388,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Lepomis megalotis_35.66_NA,10,35.66,-97.47,,Lepomis,megalotis,Central Oklahoma US,14,30.87,tmax,1.62,SD,59,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,megalotis
1389,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Schaefer et al. 1999,Comte,Lepomis megalotis_35.66_NA,10,35.66,-97.47,,Lepomis,megalotis,Central Oklahoma US,21,31.6,tmax,2.22,SD,16.25,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,21,days,Lepomis,megalotis
1390,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Schaefer et al. 1999,Comte,Lepomis megalotis_35.66_NA,10,35.66,-97.47,,Lepomis,megalotis,Central Oklahoma US,21,29.93,tmax,1.79,SD,16.25,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,21,days,Lepomis,megalotis
1391,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Lepomis megalotis_35.66_NA,10,35.66,-97.47,,Lepomis,megalotis,Central Oklahoma US,14,34.1,tmax,1.99,SD,59,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Lepomis,megalotis
1392,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Schaefer et al. 1999,Comte,Lepomis megalotis_35.66_NA,10,35.66,-97.47,,Lepomis,megalotis,Central Oklahoma US,21,34.7,tmax,3.25,SD,16.25,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,21,days,Lepomis,megalotis
1393,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Schaefer et al. 1999,Comte,Lepomis megalotis_35.66_NA,10,35.66,-97.47,,Lepomis,megalotis,Central Oklahoma US,21,33.34,tmax,1.95,SD,16.25,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,21,days,Lepomis,megalotis
1394,Lepomis megalotis,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Beitinger et al. 2000,Comte,Lepomis megalotis_38.524_NA,26,38.524,-92.472,inferred,Lepomis,megalotis,"centroid of Lamine River,  Gasconade River, Missouri, United States",NA,37.8,tmax,0.84,SD,12,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Lepomis,megalotis
1426,Lipophrys pholis,Chordata,Teleostei,Perciformes,Blenniidae,NA,Vinagre et al. 2013,Comte,Lipophrys pholis_38.71_NA,20,38.71,-9.49,,Lipophrys,pholis,Portuguese West coast,7,33.9,tmax,0.4,SD,12,critical,LOE,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,7,days,Lipophrys,pholis
1427,Lipophrys pholis,Chordata,Teleostei,Perciformes,Blenniidae,NA,Campbell & Davies 1975,Comte,Lipophrys pholis_54.09_NA,10,54.09,-4.76,,Lipophrys,pholis,Port Erin Isle of Man,30,32.5,tmax,NA,SD,10,lethal,death,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30,days,Lipophrys,pholis
1428,Lipophrys pholis,Chordata,Teleostei,Perciformes,Blenniidae,NA,Campbell & Davies 1975,Comte,Lipophrys pholis_54.09_NA,20,54.09,-4.76,,Lipophrys,pholis,Port Erin Isle of Man,30,35.1,tmax,NA,SD,10,lethal,death,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,30,days,Lipophrys,pholis
1429,Lipophrys trigloides,Chordata,Teleostei,Perciformes,Blenniidae,NA,Vinagre et al. 2013,Comte,Lipophrys trigloides_38.71_NA,20,38.71,-9.49,,Lipophrys,trigloides,Portuguese West coast,7,35,tmax,0.2,SD,4,critical,LOE,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,7,days,Lipophrys,trigloides
1682,Luxilus chrysocephalus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Mundahl 1990,Comte,Luxilus chrysocephalus_39.97_NA,24,39.97,-82.81,,Luxilus,chrysocephalus,Indian Creek Ohio US,NA,36.2,tmax,1,SD,6,critical,LOE,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,chrysocephalus
1683,Luxilus chrysocephalus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Luxilus chrysocephalus_38.189801_NA,26,38.189801,-91.908238,inferred,Luxilus,chrysocephalus,"Gasconade River, Missouri, United States",NA,36.2,tmax,0.48,SD,8,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,chrysocephalus
1684,Luxilus chrysocephalus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Luxilus chrysocephalus_39.490383_NA,11,39.490383,-84.325019,inferred,Luxilus,chrysocephalus,"Dicks Creek, Middletown and Excello, Ohio, United States",NA,30.8,tmax,1.8,SD,8,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,chrysocephalus
1685,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Luxilus cornutus_35.96_NA,25,35.96,-83.92,,Luxilus,cornutus,Knoxville Tenesee US,NA,32.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1686,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Luxilus cornutus_38.32_NA,26,38.32,-92.54,,Luxilus,cornutus,Missouri US,NA,35.7,tmax,0.39,SD,18,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1689,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Kowaski et al. 1978,Comte,Luxilus cornutus_42.6_NA,15,42.6,-78.47,,Luxilus,cornutus,"Buffalo Creek, Erie County, New York, United States",28,31.95,tmax,0.39,SD,10,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Luxilus,cornutus
1690,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Kowaski et al. 1978,Comte,Luxilus cornutus_42.6_NA,15,42.6,-78.47,,Luxilus,cornutus,"Buffalo Creek, Erie County, New York, United States",28,30.63,tmax,1.24,SD,16,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Luxilus,cornutus
1691,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Luxilus cornutus_43.64_NA,5,43.64,-79.49,,Luxilus,cornutus,Toronto Ontario Canada,NA,26.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1692,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Luxilus cornutus_43.64_NA,10,43.64,-79.49,,Luxilus,cornutus,Toronto Ontario Canada,NA,28.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1693,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Luxilus cornutus_43.64_NA,15,43.64,-79.49,,Luxilus,cornutus,Toronto Ontario Canada,NA,30.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1699,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Brett 1956,Comte,Luxilus cornutus_45.83_NA,5,45.83,-78.42,inferred,Luxilus,cornutus,Algonquin Park Ontario Canada,NA,26.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1700,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Brett 1956,Comte,Luxilus cornutus_45.83_NA,10,45.83,-78.42,inferred,Luxilus,cornutus,Algonquin Park Ontario Canada,NA,28.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1701,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Brett 1956,Comte,Luxilus cornutus_45.83_NA,15,45.83,-78.42,inferred,Luxilus,cornutus,Algonquin Park Ontario Canada,NA,30.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1702,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Brett 1956,Comte,Luxilus cornutus_45.83_NA,25,45.83,-78.42,inferred,Luxilus,cornutus,Algonquin Park Ontario Canada,NA,31,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1703,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Brett 1956,Comte,Luxilus cornutus_45.83_NA,30,45.83,-78.42,inferred,Luxilus,cornutus,Algonquin Park Ontario Canada,NA,31,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1704,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Luxilus cornutus_42.6_NA,15,42.6,-78.47,inferred,Luxilus,cornutus,"Buffalo Creek, Erie County, New York, United States",NA,31.9,tmax,0.48,SD,8,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Luxilus,cornutus
1713,Meda fulgida,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Bonar et al. 2005,Comte,Meda fulgida_32.85_NA,25,32.85,-110.61,,Meda,fulgida,Aravaipa Creek Arizona US,14,37,tmax,0.59,SD,15,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Meda,fulgida
1714,Meda fulgida,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Bonar et al. 2005,Comte,Meda fulgida_32.85_NA,30,32.85,-110.61,,Meda,fulgida,Aravaipa Creek Arizona US,14,39.1,tmax,0.55,SD,13,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Meda,fulgida
1715,Meda fulgida,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Bonar et al. 2005,Comte,Meda fulgida_32.85_NA,25,32.85,-110.61,,Meda,fulgida,Aravaipa Creek Arizona US,14,34.7,tmax,0.99,SD,15,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Meda,fulgida
1716,Meda fulgida,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Bonar et al. 2005,Comte,Meda fulgida_32.85_NA,30,32.85,-110.61,,Meda,fulgida,Aravaipa Creek Arizona US,14,36.9,tmax,0.92,SD,13,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Meda,fulgida
1731,Micropterus dolomieu,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Micropterus dolomieu_35.66_NA,10,35.66,-97.47,,Micropterus,dolomieu,Central Oklahoma US,14,28.3,tmax,NA,SD,1,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Micropterus,dolomieu
1732,Micropterus dolomieu,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Micropterus dolomieu_35.66_NA,10,35.66,-97.47,,Micropterus,dolomieu,Central Oklahoma US,14,34.8,tmax,NA,SD,1,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Micropterus,dolomieu
1735,Micropterus dolomieu,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Spotila et al. 1979,Comte,Micropterus dolomieu_42.08_NA,23.3,42.08,-81.34,,Micropterus,dolomieu,Lake Erie,NA,36.3,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,dolomieu
1736,Micropterus dolomieu,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Beitinger et al. 2000,Comte,Micropterus dolomieu_38.104_NA,26,38.104,-92.328,inferred,Micropterus,dolomieu,"centroid of Gasconade River, Camdenton, Missouri, United States",NA,36.9,tmax,0.31,SD,8,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,dolomieu
1737,Micropterus punctulatus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Micropterus punctulatus_35.66_NA,10,35.66,-97.47,,Micropterus,punctulatus,Central Oklahoma US,14,30.76,tmax,0.42,SD,5,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Micropterus,punctulatus
1738,Micropterus punctulatus,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Micropterus punctulatus_35.66_NA,10,35.66,-97.47,,Micropterus,punctulatus,Central Oklahoma US,14,34.22,tmax,0.57,SD,5,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Micropterus,punctulatus
1740,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_29.48_NA,20,29.48,-81.68,,Micropterus,salmoides,Welaka Florida US,NA,31.8,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1741,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_29.48_NA,25,29.48,-81.68,,Micropterus,salmoides,Welaka Florida US,NA,32.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1742,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_29.48_NA,30,29.48,-81.68,,Micropterus,salmoides,Welaka Florida US,NA,33.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1743,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Beitinger et al. 2000,Comte,Micropterus salmoides_34.18_NA,20,34.18,-111.71,,Micropterus,salmoides,Arizona US,NA,36.7,tmax,0.76,SD,40,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1744,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Beitinger et al. 2000,Comte,Micropterus salmoides_34.18_NA,28,34.18,-111.71,,Micropterus,salmoides,Arizona US,NA,40.1,tmax,1.33,SD,40,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1748,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Micropterus salmoides_35.66_NA,10,35.66,-97.47,,Micropterus,salmoides,Central Oklahoma US,14,30.69,tmax,1.77,SD,17,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Micropterus,salmoides
1749,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Micropterus salmoides_35.66_NA,10,35.66,-97.47,,Micropterus,salmoides,Central Oklahoma US,14,33.35,tmax,1.9,SD,17,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Micropterus,salmoides
1750,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_35.96_NA,30,35.96,-83.92,,Micropterus,salmoides,Knoxville Tenesee US,NA,36.4,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1752,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_41.65_NA,20,41.65,-82.83,,Micropterus,salmoides,Put-in Bay Ohio US,NA,32.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1753,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_41.65_NA,25,41.65,-82.83,,Micropterus,salmoides,Put-in Bay Ohio US,NA,34.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1754,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Hart 1952,Comte,Micropterus salmoides_41.65_NA,30,41.65,-82.83,,Micropterus,salmoides,Put-in Bay Ohio US,NA,36.4,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1769,Micropterus salmoides,Chordata,Teleostei,Perciformes,Centrarchidae,NA,Beitinger et al. 2000,Comte,Micropterus salmoides_39.507_NA,26,39.507,-91.794,inferred,Micropterus,salmoides,"centroid of Cuivre River, La Crosse, Missouri, United States",NA,36.3,tmax,0.6,SD,10,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Micropterus,salmoides
1773,Morone chrysops,Chordata,Teleostei,Perciformes,Moronidae,NA,Spotila et al. 1979,Comte,Morone chrysops_42.08_NA,21.7,42.08,-81.34,,Morone,chrysops,Lake Erie,NA,35.3,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Morone,chrysops
1828,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_29.48_NA,15,29.48,-81.68,,Notemigonus,crysoleucas,Welaka Florida US,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1829,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_29.48_NA,20,29.48,-81.68,,Notemigonus,crysoleucas,Welaka Florida US,NA,31.9,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1830,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_29.48_NA,25,29.48,-81.68,,Notemigonus,crysoleucas,Welaka Florida US,NA,33.2,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1831,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_29.48_NA,30,29.48,-81.68,,Notemigonus,crysoleucas,Welaka Florida US,NA,34.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1832,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Notemigonus crysoleucas_35.66_NA,10,35.66,-97.47,,Notemigonus,crysoleucas,Central Oklahoma US,14,29.13,tmax,1.61,SD,28,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Notemigonus,crysoleucas
1833,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Notemigonus crysoleucas_35.66_NA,10,35.66,-97.47,,Notemigonus,crysoleucas,Central Oklahoma US,14,33.36,tmax,0.73,SD,28,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Notemigonus,crysoleucas
1834,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_41.65_NA,20,41.65,-82.83,,Notemigonus,crysoleucas,Put-in Bay Ohio US,NA,32.1,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1835,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_41.65_NA,25,41.65,-82.83,,Notemigonus,crysoleucas,Put-in Bay Ohio US,NA,33.7,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1836,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_45.83_NA,10,45.83,-78.42,,Notemigonus,crysoleucas,Algonquin Park Ontario Canada,NA,29.3,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1837,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Hart 1952,Comte,Notemigonus crysoleucas_45.83_NA,20,45.83,-78.42,,Notemigonus,crysoleucas,Algonquin Park Ontario Canada,NA,31.8,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1839,Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Notemigonus crysoleucas_39.201_NA,26,39.201,-92.177,inferred,Notemigonus,crysoleucas,"centroid of Salt River, Lamine River, Missouri, United States",NA,36.8,tmax,0.37,SD,8,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Notemigonus,crysoleucas
1871,Notothenia coriiceps,Chordata,Teleostei,Perciformes,Nototheniidae,NA,Beers & Sidell 2011,Comte,Notothenia coriiceps_-64.77_NA,0,-64.77,-64.06,,Notothenia,coriiceps,Antarctic Peninsula,3,17.1,tmax,0.57,SD,8,critical,LOE,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,3,days,Notothenia,coriiceps
1872,Notothenia coriiceps,Chordata,Teleostei,Perciformes,Nototheniidae,NA,Mueller et al. 2012,Comte,Notothenia coriiceps_-64.1_NA,0,-64.1,-62.6,,Notothenia,coriiceps,Dallmann Bay Antartica,NA,17.1,tmax,0.2,SD,3,critical,LOE,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,Notothenia,coriiceps
1873,Notothenia coriiceps,Chordata,Teleostei,Perciformes,Nototheniidae,NA,Bilyk & DeVries 2011,Comte,Notothenia coriiceps_-64_NA,4,-64,-64.06,,Notothenia,coriiceps,Near Anvers Island Western Antarctic Peninsula,21,17.39,tmax,NA,SD,10,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,21,days,Notothenia,coriiceps
1874,Notothenia coriiceps,Chordata,Teleostei,Perciformes,Nototheniidae,NA,Bilyk & DeVries 2012,Comte,Notothenia coriiceps_-64_NA,10,-64,-64.540946,inferred,Notothenia,coriiceps,Anvers Island shore along the Western Antarctic Peninsula,21,21.58,tmax,0.67,SD,8,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,21,days,Notothenia,coriiceps
1875,Notropis atherinoides,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Matthews & Maness 1979,Comte,Notropis atherinoides_34.86_NA,25,34.86,-96.73,,Notropis,atherinoides,South Canadian River,14,37.65,tmax,0.4,SD,10,critical,OS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Notropis,atherinoides
1877,Notropis atherinoides,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Notropis atherinoides_35.66_NA,10,35.66,-97.47,,Notropis,atherinoides,Central Oklahoma US,14,30.1,tmax,0.9,SD,8,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Notropis,atherinoides
